siteNum=50
demandLowerBound=0
demandUpperBound=1000
fixedCostLowerBound=500
fixedCostUpperBound=1500
coordinateLowerBound=0
coordinateUpperBound=1
facilityFailProbility=0.05
Coordinate: index, x, y
0,0.4793520205521684,0.8630599219838706
1,0.32965071290718007,0.2555251029691401
2,0.7712048858989489,0.021410327734988743
3,0.9527082147036217,0.15751423785234853
4,0.37363242091988935,0.7448637910377558
5,0.3478858718216541,0.9939926062253722
6,0.6288102727504516,0.5784275418159505
7,0.5203935650465086,0.7685954450460891
8,0.20817284338194064,0.661034068758747
9,0.6239025433816351,0.6666651070950281
10,0.5221664013477573,0.2635812444367168
11,0.12770587897247254,0.4977479308833592
12,0.49063022841558335,0.9636273057797102
13,0.4534115319568245,0.48861202465335163
14,0.4562806035349244,0.4942759319761798
15,0.27422753412216383,0.2835836100491895
16,0.5255236381918929,0.8842098694277307
17,0.044787892772217064,0.6998991969377626
18,0.17898355092650542,0.40864077861064607
19,0.4087326806182874,0.2723743985480258
20,0.19065245175784384,0.4142194224655069
21,0.7235543019056733,0.5157297206869548
22,0.4481374216150079,0.5050320859274353
23,0.5253096659448906,0.14945410186282249
24,0.4427573826991026,0.10475490897598894
25,0.2205820313279856,0.5881638903356904
26,0.0888724166452799,0.28582480501062146
27,0.47821383121391425,0.5032967092081676
28,0.6284413130063675,0.13302358551970417
29,0.5692170017426249,0.32636632183637937
30,0.7368985320069393,0.09604190294951864
31,0.4078434695968005,0.027980411921655013
32,0.3611719010217801,0.7323763131987656
33,0.49637528755305127,0.976343714848072
34,0.04933637027428339,0.27030344398907913
35,0.36911023195046067,0.8940839761668476
36,0.8989529791108473,0.4501194907729331
37,0.4882861894548981,0.1651417521138796
38,0.7594114263129192,0.8847914639601634
39,0.7256910911218841,0.27733554057420295
40,0.5631339387155865,0.2443897282024079
41,0.42850297695286776,0.842528090479848
42,0.9646557703499619,0.4479751172169114
43,0.7382090865167942,0.4383628080677231
44,0.11557054909498554,0.3296461276777377
45,0.6777348561448077,0.8600609837603352
46,0.3385592816767239,0.4993772528578341
47,0.8372791100959471,0.012097474356832283
48,0.7130380488589085,0.4336933130446844
49,0.2352512291483133,0.15024208160618757
Demand:index, demand
5,29,0.703357892313114
5,30,0.9785940503079059
5,31,0.9678711035434671
5,32,0.2619534373679603
5,33,0.1495345777775142
5,34,0.782852354159104
5,35,0.10213818004570276
5,36,0.7742563673926236
5,37,0.8406580681542685
5,38,0.4257677435778451
5,39,0.8101445139468879
5,40,0.779894996164154
5,41,0.171582683187329
5,42,0.8237355194683084
5,43,0.6790262767600811
5,44,0.7037944676766356
5,45,0.3560028538581302
5,46,0.494703277804611
5,47,1.0970978952015797
5,48,0.6687835302501287
5,49,0.8512352850565468
6,0,0.3214861754262865
6,1,0.440184537732572
6,2,0.5749299110641454
6,3,0.5311100509828962
6,4,0.30465843352824373
6,5,0.5016102488933122
6,7,0.2189018362835488
6,8,0.42867200197738603
6,9,0.08837394261849495
6,10,0.33241706677179983
6,11,0.507557694340092
6,12,0.40923414179430634
6,13,0.19705721350708047
6,14,0.1919582772329556
6,15,0.46115275412038803
6,16,0.3227552644932556
6,17,0.5965211675317766
6,18,0.48080310380301416
6,19,0.37696508202069334
6,20,0.467917281747105
6,21,0.11361094944981766
6,22,0.19501172293606656
6,23,0.44128288862626347
6,24,0.5089021919760224
6,25,0.40834433212348753
6,26,0.6141247837707071
6,27,0.1682971485551862
6,28,0.44540410911400585
6,29,0.2590100703968902
6,30,0.49434702019297466
6,31,0.5931427913283712
6,32,0.3087564124546288
6,33,0.4193760914319806
6,34,0.6563005891453878
6,35,0.40875799165109816
6,36,0.29906527341397643
6,37,0.43652280805900623
6,38,0.3330398085866502
6,39,0.3162946192714618
6,40,0.34043302098353356
6,41,0.3314696253871725
6,42,0.36029159488063356
6,43,0.17772515323792723
6,44,0.5703570863577905
6,45,0.285851378310045
6,46,0.30082318062882535
6,47,0.6034807382613234
6,48,0.1674583985537588
6,49,0.5815767439780207
7,0,0.10299488228843971
7,1,0.5473792209804855
7,2,0.7881572928032504
7,3,0.7485427162784444
7,4,0.14866749754847405
7,5,0.28383584074151075
7,6,0.2189018362835488
7,8,0.33022905490821186
7,9,0.1452718224254077
7,10,0.5050173123425318
7,11,0.4770345844090456
7,12,0.19728984492016907
7,13,0.287884192778353
7,14,0.2817120286475145
7,15,0.5439064210579841
7,16,0.11572818487980928
7,17,0.4805412885524422
7,18,0.496113051259561
7,19,0.5086290201108522
7,20,0.4840574007004555
7,21,0.32436917171153684
7,22,0.2732884822554768
7,23,0.6191608602672027
7,24,0.6683648959507954
7,25,0.3499178499103249
7,26,0.6475167892786798
7,27,0.26863087905783983
7,28,0.6446905493808824
7,29,0.44491608802744853
7,30,0.7065427571670243
7,31,0.7491182491941076
7,32,0.16328920296999835
7,33,0.2091320665499918
7,34,0.6857038712622799
7,35,0.19655538231118316
7,36,0.4947061384568952
7,37,0.6043072422873171
7,38,0.2657650330947415
7,39,0.5324315617564348
7,40,0.5259452187376268
7,41,0.11794030795715717
7,42,0.5478743484398381
7,43,0.3955972648022958
7,44,0.5971249261772855
7,45,0.18199512811272436
7,46,0.3248725005501626
7,47,0.8201863375588766
7,48,0.3863564871494102
7,49,0.6809310051678644
8,0,0.33816060016220245
8,1,0.4233135883953499
8,2,0.8521288699381696
8,3,0.8988131837401594
8,4,0.1854839457646192
8,5,0.3610832563103837
8,6,0.42867200197738603
8,7,0.33022905490821186
8,9,0.41576783431932374
8,10,0.5065182148803646
8,11,0.18203652156513747
8,12,0.41393820970148226
8,13,0.29978554946396563
8,14,0.2989410256745031
8,15,0.3831867311753395
8,16,0.3879677370230034
8,17,0.16794386048353516
8,18,0.2540755551127113
8,19,0.4373563622042973
8,20,0.24743571639421613
8,21,0.535473063149416
8,22,0.2862160328386143
8,23,0.6019051642531066
8,24,0.6037188167477111
8,25,0.0739192184001453
8,26,0.3937189142293774
8,27,0.31273504713616107
8,28,0.674848617817941
8,29,0.49229603402472055
8,30,0.7738003626503297
8,31,0.663796121868642
8,32,0.16881477269604778
8,33,0.42717774022434446
8,34,0.42178127782320374
8,35,0.2832191772853298
8,36,0.7222618328034374
8,37,0.569537247557701
8,38,0.5949212949786519
8,39,0.6442435077475029
8,40,0.5473480480627371
8,41,0.2854565600575367
8,42,0.7859138220099013
8,43,0.5749094792871653
8,44,0.3440830603228214
8,45,0.5100001928675756
8,46,0.20768618013344312
8,47,0.9038215522838509
8,48,0.5536900711679252
8,49,0.5115092307231346
9,0,0.24385605788147824
9,1,0.5055890057449851
9,2,0.6618547502270126
9,3,0.6060922183497148
9,4,0.26220253310636
9,5,0.42816876890541167
9,6,0.08837394261849495
9,7,0.1452718224254077
9,8,0.41576783431932374
9,10,0.4157244795913295
9,11,0.524160416466279
9,12,0.32549663190892025
9,13,0.24651589227398168
9,14,0.24044779561503835
9,15,0.5186752794181463
9,16,0.2387553823576012
9,17,0.5800674816589387
9,18,0.5143242789691189
9,19,0.44918062367837625
9,20,0.5014324137708802
9,21,0.18086449028786064
9,22,0.23878570217121625
9,23,0.5265242439000939
9,24,0.5903868562128382
9,25,0.41088912917709874
9,26,0.656731735343483
9,27,0.21889365975561875
9,28,0.5336608229755425
9,29,0.344664723626982
9,30,0.581703476484968
9,31,0.6742400634888623
9,32,0.2708234721039332
9,33,0.3349090041773029
9,34,0.6980178043999601
9,35,0.34152373852244294
9,36,0.350063917225334
9,37,0.5195358226762896
9,38,0.25679128667565965
9,39,0.4024157300831599
9,40,0.42662550197094934
9,41,0.2628854874000459
9,42,0.40489266894106496
9,43,0.25531926199302507
9,44,0.6099042620796433
9,45,0.20074830761073606
9,46,0.33076578295779346
9,47,0.6884681147673237
9,48,0.2494413661759509
9,49,0.6463300900548696
10,0,0.6010056206364414
10,1,0.19268417607861577
10,2,0.34737144339123416
10,3,0.44341454975397954
10,4,0.5036816782497925
10,5,0.7509157478717948
10,6,0.33241706677179983
10,7,0.5050173123425318
10,8,0.5065182148803646
10,9,0.4157244795913295
10,11,0.45872992136330354
10,12,0.7007560332990691
10,13,0.23529998748378977
10,14,0.23991868875176012
10,15,0.2487443999594875
10,16,0.6206377052656922
10,17,0.6467330176545124
10,18,0.37258118213083796
10,19,0.113774024090548
10,20,0.3641337109531842
10,21,0.3227010080034487
10,22,0.25254464693762146
10,23,0.1141704199186882
10,24,0.17757138586671575
10,25,0.4430654875512208
10,26,0.4338645562457893
10,27,0.24371157640121047
10,28,0.16834387173264262
10,29,0.07845842811068252
10,30,0.2723588054082262
10,31,0.26187303222348823
10,32,0.49566929058680353
10,33,0.7132289399468235
10,34,0.47287781323695455
10,35,0.6488142150953008
10,36,0.4204338741450455
10,37,0.10410668761747711
10,38,0.6649716826385083
10,39,0.20398892129204527
10,40,0.045239953728493425
10,41,0.5864744560615289
10,42,0.47937244601546275
10,43,0.2778903323261662
10,44,0.41192809550552323
10,45,0.6164329838283426
10,46,0.2988500158628485
10,47,0.4031626295035463
10,48,0.2556757745851238
10,49,0.3084900028677782
11,0,0.5070580437481568
11,1,0.3153626710878731
11,2,0.8006175641893548
11,3,0.892405636375842
11,4,0.34863464023826124
11,5,0.5428977869326468
11,6,0.507557694340092
11,7,0.4770345844090456
11,8,0.18203652156513747
11,9,0.524160416466279
11,10,0.45872992136330354
11,12,0.5905570890036965
11,13,0.32583375695069805
11,14,0.32859306809137434
11,15,0.2594897912176243
11,16,0.5546276223682285
11,17,0.21849605672163497
11,18,0.10280799690285722
11,19,0.36023505148802737
11,20,0.10459102611570112
11,21,0.5961196925756799
11,22,0.3205143248514504
11,23,0.5285805168076051
11,24,0.5036873685812436
11,25,0.12961876947437076
11,26,0.2154517325898999
11,27,0.35055186994992144
11,28,0.6194835130962404
11,29,0.47360714463497317
11,30,0.7297146164012036
11,31,0.5469539208674152
11,32,0.3309937480368357
11,33,0.6041283450161495
11,34,0.24056760902540036
11,35,0.4640671529290524
11,36,0.7727163501435729
11,37,0.4905558382725023
11,38,0.7408472143682991
11,39,0.6373130594544353
11,40,0.5037737330164951
11,41,0.4575502733086363
11,42,0.8384285620475165
11,43,0.6133846747626919
11,44,0.16853926092224605
11,45,0.6586369440095807
11,46,0.21085969771878574
11,47,0.8598549507047291
11,48,0.5888265815759529
11,49,0.3637668451443762
12,0,0.10119780954225294
12,1,0.726170182559503
12,2,0.9831047615272926
12,3,0.9291578680155874
12,4,0.24808458706871087
12,5,0.14593835277462247
12,6,0.40923414179430634
12,7,0.19728984492016907
12,8,0.41393820970148226
12,9,0.32549663190892025
12,10,0.7007560332990691
12,11,0.5905570890036965
12,13,0.47647114148670405
12,14,0.470606639159185
12,15,0.7136452579540316
12,16,0.08674490902951117
12,17,0.5180037679836723
12,18,0.6365011366283329
12,19,0.6960874873832068
12,20,0.6259678016769824
12,21,0.5048424216952642
12,22,0.46055967507061163
12,23,0.8149114487867005
12,24,0.8602055587755539
12,25,0.4624919513755355
12,26,0.7879248500760039
12,27,0.4604980185184101
12,28,0.841958689690801
12,29,0.6420883448548012
12,30,0.9018605815522653
12,31,0.9393022715941585
12,32,0.26502165968326674
12,33,0.013953951558140006
12,34,0.821850501345292
12,35,0.14001208603019483
12,36,0.6560623025356517
12,37,0.798488994245805
12,38,0.2801043061049284
12,39,0.7254309037841726
12,40,0.7228827574417118
12,41,0.13610589744957374
12,42,0.7004265800037757
12,43,0.5806875954722347
12,44,0.7366151622384884
12,45,0.21385538285091749
12,46,0.48852193858619886
12,47,1.0127065059818159
12,48,0.5747132113066802
12,49,0.852533844589506
13,0,0.3753453566567889
13,1,0.2639057661212816
13,2,0.5650398582517716
13,3,0.5991017624965548
13,4,0.2683834464585528
13,5,0.5162801537702542
13,6,0.19705721350708047
13,7,0.287884192778353
13,8,0.29978554946396563
13,9,0.24651589227398168
13,10,0.23529998748378977
13,11,0.32583375695069805
13,12,0.47647114148670405
13,14,0.006349127332306961
13,15,0.27229314327596993
13,16,0.40211666299196247
13,17,0.46001689933350776
13,18,0.28584281863639693
13,19,0.22080514192517753
13,20,0.27308715364749997
13,21,0.2715004338740687
13,22,0.017246293866866567
13,23,0.34669502197544233
13,24,0.3840049428751537
13,25,0.2532195693936567
13,26,0.4171467643918055
13,27,0.028823497513533754
13,28,0.39633137940334057
13,29,0.19933533283109447
13,30,0.4842274048956503
13,31,0.4628800394865291
13,32,0.2606322656255074
13,33,0.4896203487551667
13,34,0.45927701083378963
13,35,0.41414274428863995
13,36,0.44720113628728186
13,37,0.3253448308370186
13,38,0.5005937309589493
13,39,0.34463591087402073
13,40,0.26773781322164386
13,41,0.3547915130925345
13,42,0.5128567339288594
13,43,0.28919652634637283
13,44,0.37337204783207173
13,45,0.43393004389694956
13,46,0.11535566536888187
13,47,0.6118990392137329
13,48,0.2653714249188561
13,49,0.4026017089869867
14,0,0.3695049682604771
14,1,0.2702537466011215
14,2,0.5681365885919358
14,3,0.599873996569123
14,4,0.2638654907308503
14,5,0.511337630520056
14,6,0.1919582772329556
14,7,0.2817120286475145
14,8,0.2989410256745031
14,9,0.24044779561503835
14,10,0.23991868875176012
14,11,0.32859306809137434
14,12,0.470606639159185
14,13,0.006349127332306961
14,15,0.27845030903483287
14,16,0.39603418214211783
14,17,0.46000780222111715
14,18,0.2902189430020976
14,19,0.22693852804548767
14,20,0.2774299185948412
14,21,0.2681333528131564
14,22,0.013490969557595336
14,23,0.3516633418198776
14,24,0.3897556989460059
14,25,0.2537100030848345
14,26,0.4224223575128893
14,27,0.02371583644503302
14,28,0.4001781699518605
14,29,0.20235678199019688
14,30,0.48717221149685097
14,31,0.46880450932884543
14,32,0.25639316845827714
14,33,0.4837322926676854
14,34,0.464507571907308
14,35,0.4092006181346022
14,36,0.44486922055562206
14,37,0.33068665815800585
14,38,0.49435885390958445
14,39,0.3458975921331143
14,40,0.27177334320293073
14,41,0.3493582150758677
14,42,0.5104792607751948
14,43,0.2874194616612815
14,44,0.378399674497494
14,45,0.42759874895483413
14,46,0.11783180001501986
14,47,0.614537164859785
14,48,0.2638079594058858
14,49,0.40891719766003837
15,0,0.6147103797940888
15,1,0.06212091890979284
15,2,0.5618908418353764
15,3,0.6900938490729966
15,4,0.4718694066074988
15,5,0.7142173986684333
15,6,0.46115275412038803
15,7,0.5439064210579841
15,8,0.3831867311753395
15,9,0.5186752794181463
15,10,0.2487443999594875
15,11,0.2594897912176243
15,12,0.7136452579540316
15,13,0.27229314327596993
15,14,0.27845030903483287
15,16,0.6510772883273404
15,17,0.4753537807877089
15,18,0.15719641135720439
15,19,0.1349714075514569
15,20,0.15508226809624026
15,21,0.505753260919806
15,22,0.28157428227125375
15,23,0.2846628916577675
15,24,0.24572752021068792
15,25,0.309268470926869
15,26,0.1853686665262622
15,27,0.29980703017649
15,28,0.38488403726024645
15,29,0.2980757394268591
15,30,0.49923576012296306
15,31,0.28842020231909193
15,32,0.45713697436969436
15,33,0.7275068296279761
15,34,0.22528292964057064
15,35,0.6178296070738035
15,36,0.6465416314397252
15,37,0.2446417413975515
15,38,0.7725634555462803
15,39,0.45150679028227686
15,40,0.2915528613979254
15,41,0.5798446727051207
15,42,0.7097293265812702
15,43,0.48911704233423675
15,44,0.16520833643673852
15,45,0.7036649211995618
15,46,0.22517875126229941
15,47,0.625085433424688
15,48,0.46377536672070296
15,49,0.13892125667776872
16,0,0.05078521982178435
16,1,0.6584912591953543
16,2,0.8970966082981818
16,3,0.8429550423126068
16,4,0.20612683339884696
16,5,0.20882390988530924
16,6,0.3227552644932556
16,7,0.11572818487980928
16,8,0.3879677370230034
16,9,0.2387553823576012
16,10,0.6206377052656922
16,11,0.5546276223682285
16,12,0.08674490902951117
16,13,0.40211666299196247
16,14,0.39603418214211783
16,15,0.6510772883273404
16,17,0.5148565634406496
16,18,0.5884352064777317
16,19,0.622882630354668
16,20,0.5770872826007332
16,21,0.41832255950037495
16,22,0.38699408007911623
16,23,0.7347557987209219
16,24,0.7838369016709561
16,25,0.4250089473567663
16,26,0.7407624279049372
16,27,0.38383987998219804
16,28,0.758203719933349
16,29,0.5595520830161217
16,30,0.8160196622126958
16,31,0.8642786043757639
16,32,0.22375192135033867
16,33,0.09663473400855514
16,34,0.7769397745782487
16,35,0.1567247639524232
16,36,0.5726114996224144
16,37,0.7200316555025388
16,38,0.23388851122777768
16,39,0.6390332231065142
16,40,0.6409246038521805
16,41,0.10559535692215744
16,42,0.6189812505481298
16,43,0.4939784429026419
16,44,0.6896393832459468
16,45,0.15411496861008236
16,46,0.42784554851390505
16,47,0.9261595455959079
16,48,0.48798239905045426
16,49,0.7892824494511537
17,0,0.4641846651395558
17,1,0.527840091017799
17,2,0.9939963750111673
17,3,1.0575919604545563
17,4,0.33190441156339334
17,5,0.42232608052340603
17,6,0.5965211675317766
17,7,0.4805412885524422
17,8,0.16794386048353516
17,9,0.5800674816589387
17,10,0.6467330176545124
17,11,0.21849605672163497
17,12,0.5180037679836723
17,13,0.46001689933350776
17,14,0.46000780222111715
17,15,0.4753537807877089
17,16,0.5148565634406496
17,18,0.32068667093266634
17,19,0.5614563757216638
17,20,0.3207637808584227
17,21,0.7033080648978961
17,22,0.4479553921666895
17,23,0.7306784362392735
17,24,0.7159444380719722
17,25,0.20829872273257902
17,26,0.41641451378998107
17,27,0.4759312789631833
17,28,0.8136333779852074
17,29,0.6438576699217005
17,30,0.9185100807529009
17,31,0.7637304534460789
17,32,0.3180465433811383
17,33,0.529483471515027
17,34,0.4296198314779395
17,35,0.3780115185735696
17,36,0.8899370181825612
17,37,0.6947346716229208
17,38,0.7381544181909919
17,39,0.8013670876709041
17,40,0.6900518092525305
17,41,0.4093656887195157
17,42,0.9537413979389711
17,43,0.7411033899783045
