siteNum=50
demandLowerBound=0
demandUpperBound=1000
fixedCostLowerBound=500
fixedCostUpperBound=1500
coordinateLowerBound=0
coordinateUpperBound=1
facilityFailProbility=0.05
Coordinate: index, x, y
0,0.15716474598516383,0.3088158870525063
1,0.9361709509276884,0.3532141878573355
2,0.9008875828599143,0.29917507023249923
3,0.4700648896316826,0.37509969804519283
4,0.8390870741273951,0.4820068691609489
5,0.12345814713072456,0.2673882584424646
6,0.7298023042907243,0.8563065944358025
7,0.5259596144206597,0.014509414956487832
8,0.01574048472247147,0.7568698074486253
9,0.5679319938817027,0.40439058047499776
10,0.7186218736624203,0.8429120358945232
11,0.6796826930052056,0.3795834233703115
12,0.3906848530075808,0.5357508058129414
13,0.4759659666592829,0.751089904350329
14,0.04293566359588241,0.6497149385792078
15,0.7732946018834467,0.008643227720078972
16,0.8467853917858844,0.537569500309044
17,0.6467509392753784,0.052526057612737986
18,0.21209823941216377,0.0017462711123358288
19,0.7871297777567074,0.4637593084458961
20,0.7723210553016905,0.9528213765432454
21,0.3347274747107055,0.6674927979677936
22,0.6764042215789798,0.33556705357967975
23,0.06531577529963917,0.20965941212136707
24,0.774704602014772,0.5519861953375118
25,0.7470063112712304,0.8487852855300395
26,0.317944226668864,0.9323950181365156
27,0.5931194997997472,0.1366401808988612
28,0.01739441755969362,0.7917411683756846
29,0.7376761134869594,0.4462928468493974
30,0.5899904903860397,0.6718908050073568
31,0.4174433738314075,0.8303395415815801
32,0.4526462493034791,0.9473059540910976
33,0.9811556110144916,0.9181180365691498
34,0.9996247100853332,0.6829958020601733
35,0.2100874335406434,0.5171849719218388
36,0.9160783959278768,0.8838070977920105
37,0.4986241653914507,0.2502743147540547
38,0.06084243330027117,0.7309789459579691
39,0.19650711913940055,0.5503097577150053
40,0.429603844962689,0.4991994343982662
41,0.40608098310189855,0.49746190633889054
42,0.029317662743161277,0.9253838565948683
43,0.5721781148825028,0.027475016869654145
44,0.5330925600488073,0.01791237636486187
45,0.745508590824228,0.33446781449894114
46,0.3876855442986128,0.5542212641834796
47,0.4916261131347648,0.2624550018300754
48,0.8271081278333678,0.5971599602256524
49,0.4323928976095972,0.8405844887334578
Demand:index, demand
1,3,0.46661958374360885
1,4,0.16128494626575868
1,5,0.8172320304634716
1,6,0.5437738388996713
1,7,0.5319720516951032
1,8,1.0050522883643325
1,9,0.37177809597617834
1,10,0.5358466043479442
1,11,0.2578401889420051
1,12,0.5752170893834571
1,13,0.6083532800275645
1,14,0.9411599086836243
1,15,0.381127080706544
1,16,0.2048820622022827
1,17,0.41734553407795716
1,18,0.8048670623540972
1,19,0.18556264437144063
1,20,0.6215911590591284
1,21,0.6786054080663739
1,22,0.2603654643472111
1,23,0.882607903066115
1,24,0.25608922817831864
1,25,0.5304469565799076
1,26,0.8471450387924591
1,27,0.4056952040769468
1,28,1.0180649443479775
1,29,0.21923466252028212
1,30,0.4705270423461432
1,31,0.7047885515576027
1,32,0.7659903157269886
1,33,0.5666921368190542
1,34,0.33583074995816825
1,35,0.7443679817455015
1,36,0.5309732072707309
1,37,0.4494928330992764
1,38,0.9533657358194922
1,39,0.7654732181554442
1,40,0.527183009071206
1,41,0.5493657964204551
1,42,1.0722690968755497
1,43,0.4884637061317445
1,44,0.5243085866010992
1,45,0.19158173731938521
1,46,0.5841575866307368
1,47,0.4537150456582497
1,48,0.26721571667414656
1,49,0.7009437475154818
2,0,0.7437853208002856
2,1,0.06453791363126724
2,3,0.4374617035912094
2,4,0.19299422162078128
2,5,0.7780789991652399
2,6,0.5828084657966056
2,7,0.470749951472868
2,8,0.9964787292343348
2,9,0.34918437511924433
2,10,0.5734724723791113
2,11,0.23536589929292848
2,12,0.5623832360714538
2,13,0.620310726338262
2,14,0.9268007849960873
2,15,0.3173148598917533
2,16,0.2444564406403142
2,17,0.3541485126874269
2,18,0.7502630539972269
2,19,0.20007201126140398
2,20,0.6661702828572146
2,21,0.6754222506133584
2,22,0.22741406276641737
2,23,0.8403530797448264
2,24,0.2825519591718094
2,25,0.5707458580709622
2,26,0.8606918490091857
2,27,0.34804997227586143
2,28,1.0115243616306062
2,29,0.21973079877791044
2,30,0.48535968215074365
2,31,0.7182297674607667
2,32,0.7880316844643871
2,33,0.624126070534981
2,34,0.3963172649197355
2,35,0.7243846792513785
2,36,0.5848293498534516
2,37,0.40522480294247787
2,38,0.9445265694464186
2,39,0.7478104498655137
2,40,0.5119747140887917
2,41,0.5330583837978464
2,42,1.0732062102735684
2,43,0.42646316761868874
2,44,0.4630139109857316
2,45,0.15933677844076782
2,46,0.573083670533681
2,47,0.41090548064618
2,48,0.3069827399842633
2,49,0.7159688740087378
3,0,0.319843779826537
3,1,0.46661958374360885
3,2,0.4374617035912094
3,4,0.3841959342392385
3,5,0.3629572814649371
3,6,0.5468305054654925
3,7,0.36489666005216864
3,8,0.5934299295873251
3,9,0.10215637957465484
3,10,0.5297442380569254
3,11,0.2096657513375326
3,12,0.17919254627759637
3,13,0.3760365114552901
3,14,0.5077921878756078
3,15,0.4756454593869563
3,16,0.4102618351625812
3,17,0.36779303098419525
3,18,0.4538056566725317
3,19,0.32922738312318284
3,20,0.652013134447568
3,21,0.32219550083736537
3,22,0.21009224137719504
3,23,0.43725545595124454
3,24,0.3522700488051702
3,25,0.5487026396971297
3,26,0.5776839706067127
3,27,0.2683381791718726
3,28,0.6152240820099872
3,29,0.2769191787687821
3,30,0.32010484358740976
3,31,0.45827103232492555
3,32,0.5724713167390615
3,33,0.7457094886461609
3,34,0.6125631512803446
3,35,0.29627099542170793
3,36,0.6765436174821206
3,37,0.12805080454921797
3,38,0.5423219134986869
3,39,0.3248575361696375
3,40,0.13052907989643003
3,41,0.13808131775632213
3,42,0.7050324624871156
3,43,0.36231206125868853
3,44,0.36270548659674
3,45,0.27842446459886466
3,46,0.19715702369770602
3,47,0.11468964183545936
3,48,0.42046478328773246
3,49,0.46700671231258545
4,0,0.7035717290387725
4,1,0.16128494626575868
4,2,0.19299422162078128
4,3,0.3841959342392385
4,5,0.7471184037494581
4,6,0.3899274871807385
4,7,0.5626745735414436
4,8,0.8680145396989932
4,9,0.28204497125889133
4,10,0.38047917669440945
4,11,0.1894737949389728
4,12,0.45161151738195987
4,13,0.451954221703479
4,14,0.8136234172142028
4,15,0.4779139948171964
4,16,0.056093404914216764
4,17,0.47058150862302595
4,18,0.7897880987300171
4,19,0.05506844938983679
4,20,0.4755249747715348
4,21,0.5373859277177823
4,22,0.21888428472771992
4,23,0.8203018714141272
4,24,0.09509052953611352
4,25,0.3781603807941694
4,26,0.6887955808473389
4,27,0.4240025907724493
4,28,0.8781310596757924
4,29,0.10751592592581811
4,30,0.3132172043872061
4,31,0.5469177823722606
4,32,0.6048468810595143
4,33,0.4586680929728861
4,34,0.2572331310444523
4,35,0.6299825765623353
4,36,0.40911011642412204
4,37,0.4118433792072955
4,38,0.8170996365197823
4,39,0.6461998786267303
4,40,0.4098439938154452
4,41,0.4332818171113948
4,42,0.9232061809799296
4,43,0.5271049205542925
4,44,0.5558923824715071
4,45,0.17471320839558765
4,46,0.45714140042248985
4,47,0.41101355435361947
4,48,0.11577447704943905
4,49,0.5421974386436889
5,0,0.053407707482961954
5,1,0.8172320304634716
5,2,0.7780789991652399
5,3,0.3629572814649371
5,4,0.7471184037494581
5,6,0.8452680305034803
5,7,0.4753473894462406
5,8,0.5011938563192578
5,9,0.465109273921643
5,10,0.8279175561562768
5,11,0.5674270882381801
5,12,0.37871964454589263
5,13,0.5985223847800144
5,14,0.39071416751764004
5,15,0.699454365094046
5,16,0.772140017300614
5,17,0.565686407522703
5,18,0.28004058883019506
5,19,0.6921138797749986
5,20,0.9438440723919614
5,21,0.45245814317445193
5,22,0.5571334753486796
5,23,0.08193384587402869
5,24,0.7107164910735904
5,25,0.8525460785841815
5,26,0.6928627754273545
5,27,0.4875211236164482
5,28,0.5349724188086263
5,29,0.6397425747500652
5,30,0.6174744832628939
5,31,0.6350916947230758
5,32,0.7554156997761213
5,33,1.0766123646389403
5,34,0.9697409325957308
5,35,0.26439181403551115
5,36,1.0041011125919046
5,37,0.3755561586849263
5,38,0.46780022784260733
5,39,0.29219980674556684
5,40,0.3840073040959404
5,41,0.36443044723068585
5,42,0.6646958988805818
5,43,0.5088300039710028
5,44,0.47962336054985927
5,45,0.6256567919714598
5,46,0.3899862697538749
5,47,0.36820101603927685
5,48,0.777092446649567
5,49,0.6511486761663949
6,0,0.7922498645334162
6,1,0.5437738388996713
6,2,0.5828084657966056
6,3,0.5468305054654925
6,4,0.3899274871807385
6,5,0.8452680305034803
6,7,0.8661260494828642
6,8,0.7209521182238509
6,9,0.48003133342119997
6,10,0.017447527834913375
6,11,0.47935055780310604
6,12,0.4666440392680481
6,13,0.27477888960887387
6,14,0.7172627791604599
6,15,0.8487783946482904
6,16,0.3395266969359999
6,17,0.8080598248932352
6,18,0.9991450570315067
6,19,0.39671124379330913
6,20,0.10546538461874454
6,21,0.4378752912694933
6,22,0.5234701755098716
6,23,0.9271973498699286
6,24,0.3076152168671796
6,25,0.018776260113270975
6,26,0.4188275591739798
6,27,0.7325311841939853
6,28,0.7153276810797257
6,29,0.410089344022869
6,30,0.23142283097792016
6,31,0.3134364198232591
6,32,0.2917128078672013
6,33,0.2588419192858381
6,34,0.3206879502299065
6,35,0.6205699168790545
6,36,0.1882951406713875
6,37,0.6486281337724937
6,38,0.6805985075421097
6,39,0.6148478011579117
6,40,0.46652399588124155
6,41,0.48328563393464213
6,42,0.7038823773837574
6,43,0.8436866533597585
6,44,0.8611617666701793
6,45,0.5220750900805979
6,46,0.45639831750473736
6,47,0.639834050417699
6,48,0.2768129356041032
6,49,0.2978246796189593
7,0,0.4718325492184269
7,1,0.5319720516951032
7,2,0.470749951472868
7,3,0.36489666005216864
7,4,0.5626745735414436
7,5,0.4753473894462406
7,6,0.8661260494828642
7,8,0.9007899381382194
7,9,0.39213391062708863
7,10,0.8505114041052864
7,11,0.39611843747652925
7,12,0.538508912291464
7,13,0.7382751398849612
7,14,0.797996362342079
7,15,0.24740454356359257
7,16,0.6136130965934675
7,17,0.12663257589977073
7,18,0.31412077384822906
7,19,0.5196492288238505
7,20,0.9701150946201005
7,21,0.6804094574202633
7,22,0.3545582986496316
7,23,0.5002761916317876
7,24,0.5922460285235743
7,25,0.8630630744098635
7,26,0.9411611881429733
7,27,0.13937852845328422
7,28,0.9288313937315601
7,29,0.480895839069241
7,30,0.6604924261958698
7,31,0.8230155344710928
7,32,0.9356731442797269
7,33,1.0117865073066485
7,34,0.8192879058023269
7,35,0.5936816909963819
7,36,0.952822714395435
7,37,0.23734429580292263
7,38,0.8542028921906428
7,39,0.6289840649390038
7,40,0.49417491767015964
7,41,0.4976082748300406
7,42,1.0374707111991481
7,43,0.048002673028822974
7,44,0.007903104433132139
7,45,0.38804011452119586
7,46,0.5571432478852597
7,47,0.25031141276545166
7,48,0.6558750529126252
7,49,0.8313571783598359
8,0,0.4698437370616214
8,1,1.0050522883643325
8,2,0.9964787292343348
8,3,0.5934299295873251
8,4,0.8680145396989932
8,5,0.5011938563192578
8,6,0.7209521182238509
8,7,0.9007899381382194
8,9,0.6551008076895306
8,10,0.7081281748342512
8,11,0.7636519308888327
8,12,0.4352894349660709
8,13,0.46026177497571535
8,14,0.11055199535231772
8,15,1.0647681696218305
8,16,0.859493026305363
8,17,0.9456607804535119
8,18,0.7802358124027639
8,19,0.8252001006019615
8,20,0.7815440980575697
8,21,0.3312717156738414
8,22,0.7835640264935362
8,23,0.5494514775574135
8,24,0.7861321936220257
8,25,0.7370197854799927
8,26,0.34947990104357946
8,27,0.8473790867738387
8,28,0.03491056153566256
8,29,0.7859065469473014
8,30,0.5805036605057037
8,31,0.4083662730344332
8,32,0.4766052591738241
8,33,0.9787887195242609
8,34,0.9866537070269444
8,35,0.3085766629160991
8,36,0.9092422284701878
8,37,0.6998683035220808
8,38,0.052005023548142286
8,39,0.2744879419289293
8,40,0.4875211811780441
8,41,0.4686770357434397
8,42,0.16906012102996942
8,43,0.917409176312213
8,44,0.9020594519200946
8,45,0.8431992245793456
8,46,0.42356765626117504
8,47,0.6862311063659179
8,48,0.8269369308401435
8,49,0.4249792712913007
9,0,0.4217395570340774
9,1,0.37177809597617834
9,2,0.34918437511924433
9,3,0.10215637957465484
9,4,0.28204497125889133
9,5,0.465109273921643
9,6,0.48003133342119997
9,7,0.39213391062708863
9,8,0.6551008076895306
9,10,0.4636900977286295
9,11,0.11447101728476189
9,12,0.22061744661038515
9,13,0.358689519415729
9,14,0.5794870037307315
9,15,0.4458584618214665
9,16,0.30902401558919534
9,17,0.3605843432569653
9,18,0.537345420267097
9,19,0.22709538594299056
9,20,0.5852787596557689
9,21,0.3515780491034706
9,22,0.12846362144950027
9,23,0.5390206778131084
9,24,0.25404601355029255
9,25,0.4791182161319718
9,26,0.5841939489127871
9,27,0.2689324951127184
9,28,0.6731508752794724
9,29,0.17483954377621452
9,30,0.2684081731112045
9,31,0.4517514164144025
9,32,0.5550206354827402
9,33,0.6592948178935389
9,34,0.5137893252275616
9,35,0.37520035195552415
9,36,0.5924914466336791
9,37,0.16898342655361948
9,38,0.6031581740468317
9,39,0.39905995021266616
9,40,0.16770031474509664
9,41,0.18670302993927868
9,42,0.7493593206666173
9,43,0.37693948006475425
9,44,0.38804534322936096
9,45,0.19084716655855932
9,46,0.23438860119011865
9,47,0.1611468148051175
9,48,0.32300511169265356
9,49,0.45676686856650295
10,0,0.7749147065499976
10,1,0.5358466043479442
10,2,0.5734724723791113
10,3,0.5297442380569254
10,4,0.38047917669440945
10,5,0.8279175561562768
10,6,0.017447527834913375
10,7,0.8505114041052864
10,8,0.7081281748342512
10,9,0.4636900977286295
10,11,0.46496200164515206
10,12,0.44932250197514373
10,13,0.2594478619006804
10,14,0.7027638101703481
10,15,0.8360583421651493
10,16,0.3311494397029129
10,17,0.7936469151166161
10,18,0.9818991984392745
10,19,0.3852922574554607
10,20,0.12232606128934334
10,21,0.42207442303614284
10,22,0.5090984789090292
10,23,0.9098449008889297
10,24,0.29628215795630913
10,25,0.028985709576436598
10,26,0.4105481468856163
10,27,0.7173358899456931
10,28,0.7030920301602998
10,29,0.3970766238071744
10,30,0.21399601439689625
10,31,0.30144080077804386
10,32,0.2857291075644231
10,33,0.2730932181243582
10,34,0.3233199590521514
10,35,0.6039084342797626
10,36,0.2016469297380152
10,37,0.6321538263453338
10,38,0.6672351975022651
10,39,0.5985147534409466
10,40,0.44907657848167
10,41,0.4658514787809173
10,42,0.694220351473977
10,43,0.8284825323938673
10,44,0.8456036686497969
10,45,0.5091546148571165
10,46,0.43915967001070166
10,47,0.6232635427268503
10,48,0.26863236967945964
10,49,0.28623843943124505
11,0,0.5272883927743252
11,1,0.2578401889420051
11,2,0.23536589929292848
11,3,0.2096657513375326
11,4,0.1894737949389728
11,5,0.5674270882381801
11,6,0.47935055780310604
11,7,0.39611843747652925
11,8,0.7636519308888327
11,9,0.11447101728476189
11,10,0.46496200164515206
11,12,0.32849353549541177
11,13,0.42369513804533515
11,14,0.6916775368411582
11,15,0.382570017425387
11,16,0.22996285014383827
11,17,0.32871115116467403
11,18,0.6011623199006406
11,19,0.13649342713059284
11,20,0.5806751390638915
11,21,0.44931716037752156
11,22,0.04413829612069564
11,23,0.6374330389695608
11,24,0.19685496939065775
11,25,0.474007233099439
11,26,0.6606476953227963
11,27,0.2579042564217725
11,28,0.7800639503018355
11,29,0.08839334816650812
11,30,0.3057585592754236
11,31,0.5214887713322581
11,32,0.6114363569961645
11,33,0.617175380184803
11,34,0.44093306276071065
11,35,0.489340263901682
11,36,0.5568881774715848
11,37,0.22249277739466447
11,38,0.711647441031248
11,39,0.5124510868554444
11,40,0.277213672701243
11,41,0.29791480730065595
11,42,0.8490422754467905
11,43,0.36815426691235353
11,44,0.3902494244995022
11,45,0.07980267531552347
11,46,0.34023625658748585
11,47,0.22154986879949784
11,48,0.26281896473473193
11,49,0.5231388201737257
12,0,0.3256241663890541
12,1,0.5752170893834571
12,2,0.5623832360714538
12,3,0.17919254627759637
12,4,0.45161151738195987
12,5,0.37871964454589263
12,6,0.4666440392680481
12,7,0.538508912291464
12,8,0.4352894349660709
12,9,0.22061744661038515
12,10,0.44932250197514373
12,11,0.32849353549541177
12,13,0.23161130305874372
12,14,0.3659471577887448
12,15,0.6513314201063666
12,16,0.4561041647732774
12,17,0.5468784122724696
12,18,0.5630755026071451
12,19,0.402928472625713
12,20,0.5653265002374929
12,21,0.1431334366344522
12,22,0.3488683021356725
12,23,0.4606524001546393
12,24,0.3843627915141639
12,25,0.4742948103351839
12,26,0.40325901092218314
12,27,0.447514331771818
12,28,0.45263320130308377
12,29,0.3583373567896474
12,30,0.24136453026799348
12,31,0.2958015241313742
12,32,0.41619329007708966
12,33,0.7034631583938332
12,34,0.6264892963632506
12,35,0.1815492167600537
12,36,0.6302234185815058
12,37,0.30520111747042683
12,38,0.38328846648817855
12,39,0.19472276551720513
12,40,0.05339185974561396
12,41,0.04126839765262435
12,42,0.5314133611993895
12,43,0.5397074038142521
12,44,0.5370629330329858
12,45,0.4079396125782451
12,46,0.018712393891468705
12,47,0.291341268052957
12,48,0.4407225420322276
12,49,0.30767374803094544
13,0,0.5451976932086774
13,1,0.6083532800275645
13,2,0.620310726338262
13,3,0.3760365114552901
13,4,0.451954221703479
13,5,0.5985223847800144
13,6,0.27477888960887387
13,7,0.7382751398849612
13,8,0.46026177497571535
13,9,0.358689519415729
13,10,0.2594478619006804
13,11,0.42369513804533515
13,12,0.23161130305874372
13,14,0.444738268036692
13,15,0.7997695824195659
13,16,0.4278995314243482
13,17,0.7191376466576486
13,18,0.7944444965866879
13,19,0.4235348730381835
13,20,0.3584995473321698
13,21,0.16412430594961036
13,22,0.46134014950773644
13,23,0.6795443749888657
13,24,0.3590084388934617
13,25,0.2881097983602991
13,26,0.24050450015461589
13,27,0.6255185152950143
13,28,0.4603698414432208
13,29,0.40173803306855344
13,30,0.13883115409680816
13,31,0.09851598282807819
13,32,0.19759693163970532
13,33,0.5320854947433261
13,34,0.528067501682552
13,35,0.35412273548544726
13,36,0.4596877242560864
13,37,0.5013278854726217
13,38,0.41561039279104867
13,39,0.34410741744409246
13,40,0.2561215632875936
13,41,0.2630799732060692
13,42,0.4794508203978485
13,43,0.7299830702484795
13,44,0.7353997111878494
13,45,0.49621284948483824
13,46,0.21575609945798221
13,47,0.4888857823138358
13,48,0.3833995892697762
13,49,0.09953839952660305
14,0,0.35952808874314945
14,1,0.9411599086836243
14,2,0.9268007849960873
14,3,0.5077921878756078
14,4,0.8136234172142028
14,5,0.39071416751764004
14,6,0.7172627791604599
14,7,0.797996362342079
14,8,0.11055199535231772
14,9,0.5794870037307315
14,10,0.7027638101703481
14,11,0.6916775368411582
14,12,0.3659471577887448
14,13,0.444738268036692
14,15,0.9718009658363119
14,16,0.8116347607365935
14,17,0.8492511093274416
14,18,0.6696860242498666
14,19,0.7670752087832666
14,20,0.789858571118325
14,21,0.29233288100743804
14,22,0.70708649230689
14,23,0.44062425689691664
14,24,0.7382659998200581
14,25,0.7316723856707376
14,26,0.39438272926434287
14,27,0.7522951286488219
14,28,0.14430455709811377
14,29,0.7239094143044331
14,30,0.5475041119172057
14,31,0.4157899376315168
14,32,0.506382441001127
14,33,0.975857004250508
14,34,0.9572677512310405
14,35,0.21331644629017626
14,36,0.9039786336131473
14,37,0.6059742755517903
14,38,0.0832135283262366
14,39,0.18293600504110602
14,40,0.41493035497581604
14,41,0.3937708837706232
14,42,0.276005076596699
14,43,0.816872139574476
14,44,0.7996425831338497
14,45,0.7700580934676846
14,46,0.3577310751027148
14,47,0.5927000743363766
14,48,0.7859315997070184
14,49,0.43371433259888836
15,0,0.6853609448604
15,1,0.381127080706544
15,2,0.3173148598917533
15,3,0.4756454593869563
15,4,0.4779139948171964
15,5,0.699454365094046
15,6,0.8487783946482904
15,7,0.24740454356359257
15,8,1.0647681696218305
15,9,0.4458584618214665
15,10,0.8360583421651493
15,11,0.382570017425387
15,12,0.6513314201063666
15,13,0.7997695824195659
15,14,0.9718009658363119
15,16,0.5340073951129707
15,17,0.13393655701731572
15,18,0.5612387417681076
15,19,0.45532632147359164
15,20,0.9441786507372893
15,21,0.7914694442946926
15,22,0.3409793743178945
15,23,0.7359629917884714
15,24,0.5433447971221304
15,25,0.8405532413383863
15,26,1.0298841364472187
15,27,0.22101196219644514
15,28,1.0884059322328845
15,29,0.43909664749310967
15,30,0.6881117249904243
15,31,0.8954411922174024
15,32,0.9919188877577244
15,33,0.9329258422018495
15,34,0.7113204006618888
15,35,0.758826080250598
15,36,0.8867350288113146
15,37,0.3658270505360755
15,38,1.0145723149983534
15,39,0.7912562353415976
15,40,0.598973061417002
15,41,0.611383302344185
15,42,1.1806418028353443
15,43,0.20199623171280914
15,44,0.24038081874003364
15,45,0.3270072227951537
15,46,0.6680941095105715
15,47,0.3791537342963012
15,48,0.5909719452006157
15,49,0.8990774347926579
16,0,0.7265706095711033
16,1,0.2048820622022827
16,2,0.2444564406403142
16,3,0.4102618351625812
16,4,0.056093404914216764
16,5,0.772140017300614
16,6,0.3395266969359999
16,7,0.6136130965934675
16,8,0.859493026305363
16,9,0.30902401558919534
16,10,0.3311494397029129
16,11,0.22996285014383827
16,12,0.4561041647732774
16,13,0.4278995314243482
16,14,0.8116347607365935
16,15,0.5340073951129707
16,17,0.5246722057569494
16,18,0.8306228472267366
16,19,0.0949038287324218
16,20,0.4218756429613538
16,21,0.5282834217670423
16,22,0.26426261870670215
16,23,0.8474784878841524
16,24,0.07350837605042812
16,25,0.32681972076218196
16,26,0.6599698231359209
16,27,0.47443724971784734
16,28,0.8674633277410916
16,29,0.1422542163793562
16,30,0.2898030957060551
16,31,0.5196622609425711
16,32,0.568532870812813
16,33,0.4035747071674004
16,34,0.21097077157571073
16,35,0.6370241903030273
16,36,0.35310337627074434
16,37,0.4513920282942
16,38,0.809390849750195
16,39,0.6504030642877269
16,40,0.41894236473265795
16,41,0.442525699736836
16,42,0.9047947076368513
16,43,0.5793147146099333
16,44,0.6069981212072779
16,45,0.22695216498622064
16,46,0.4594017318240823
16,47,0.44925059875899787
16,48,0.06275521994009677
16,49,0.5133607137671248
17,0,0.5526111809714574
17,1,0.41734553407795716
17,2,0.3541485126874269
17,3,0.36779303098419525
17,4,0.47058150862302595
17,5,0.565686407522703
17,6,0.8080598248932352
17,7,0.12663257589977073
17,8,0.9456607804535119
17,9,0.3605843432569653
17,10,0.7936469151166161
17,11,0.32871115116467403
17,12,0.5468784122724696
17,13,0.7191376466576486
17,14,0.8492511093274416
17,15,0.13393655701731572
17,16,0.5246722057569494
17,18,0.4376089078337051
17,19,0.4345330883651718
17,20,0.9090101843912671
17,21,0.6895960659559074
17,22,0.2845900956627539
17,23,0.6022937331623411
17,24,0.515589535371381
17,25,0.8025458850791547
17,26,0.9392993356477454
17,27,0.09975729064294715
17,28,0.970839127459509
17,29,0.4041282860814795
17,30,0.6219601585900171
17,31,0.8109104607868795
17,32,0.9155914448108998
17,33,0.9279417861669024
17,34,0.7225039770058369
17,35,0.6376385526985184
17,36,0.8738223198502295
17,37,0.2470747140920911
17,38,0.8964301975491281
17,39,0.6711990089817943
17,40,0.49665880249667427
17,41,0.5058556486649194
17,42,1.069160693354015
17,43,0.07866804167031431
17,44,0.11881217992251726
