siteNum=50
demandLowerBound=0
demandUpperBound=1000
fixedCostLowerBound=500
fixedCostUpperBound=1500
coordinateLowerBound=0
coordinateUpperBound=1
facilityFailProbility=0.05
Coordinate: index, x, y
0,0.1170149234539426,0.8222592590451087
1,0.23155908544745163,0.5257667849183439
2,0.6155216221612477,0.5236050932227104
3,0.026678977718733288,0.48322095859134095
4,0.9817613071819529,0.8562760535926691
5,0.5706691477468216,0.5827652662337847
6,0.31866717012083023,0.07794289015992817
7,0.5250193913892927,0.14144331851855085
8,0.15260737756848897,0.5087433623069275
9,0.2708461645143686,0.06542375266506217
10,0.98323568168129,0.5077605757047613
11,0.3310501935647714,0.9123717162651488
12,0.7069552338204935,0.7922958905238696
13,0.4982026800994491,0.0987393141717251
14,0.6018865332439928,0.6678964964536653
15,0.03709100477313687,0.02054524181066275
16,0.14664443775612512,0.45800365907492135
17,0.9851483854424009,0.11130790058331097
18,0.5731928328520175,0.392693498914248
19,0.2637838286852874,0.13952003970291293
20,0.08563069533893664,0.18770191278968784
21,0.6957582792812924,0.0019735649162487823
22,0.5128017845858316,0.7695085933372707
23,0.7984300423702146,0.8858516993834608
24,0.6535774252961413,0.1285701264852802
25,0.7205341976674392,0.005027079719818861
26,0.20311291221053607,0.7174306276282189
27,0.9723931447874727,0.24087232525645208
28,0.6157481608444574,0.7862546565959992
29,0.9582784576153003,0.6774590995219837
30,0.3898486367223972,0.3739450675352858
31,0.6187929881347461,0.012652748026301786
32,0.4059307455318446,0.6373945922950685
33,0.48886834182153316,0.7302344290631279
34,0.38043878049230095,0.9802350208524413
35,0.08461053213253145,0.5962406873072476
36,0.10237103776547196,0.4014759257257384
37,0.37012288946178384,0.46971407920614017
38,0.37441851082497746,0.7766193119868811
39,0.7763987795523577,0.9625833382630212
40,0.15789828861378097,0.6206800942031043
41,0.42412806870236197,0.2500672659104849
42,0.4985237802706217,0.8276452996714541
43,0.880104004075129,0.7974663442699853
44,0.06478967251749423,0.969876102956365
45,0.3315361246026889,0.09831725311438777
46,0.4009454635972489,0.46752291679808233
47,0.6414566912750179,0.8341884553416334
48,0.24671851923663712,0.21172641571582684
49,0.7024442961457498,0.9651960563241987
Demand:index, demand
1,3,0.20925105944959688
1,4,0.8197803060424294
1,5,0.3438669237146098
1,6,0.45621711841190393
1,7,0.4835529733018212
1,8,0.08076613829082048
1,9,0.4620164303634192
1,10,0.7518922322353997
1,11,0.39920151995712627
1,12,0.545013084267529
1,13,0.5034394376101192
1,14,0.3966651906742178
1,15,0.5413562985883311
1,16,0.10863856873419139
1,17,0.8600424407383149
1,18,0.3666362186331496
1,19,0.3875886766486587
1,20,0.3682159051521641
1,21,0.6998858684643883
1,22,0.3721659911786273
1,23,0.6715681852409922
1,24,0.5795383202507285
1,25,0.71432940646511
1,26,0.1937632921224768
1,27,0.7937253659952259
1,28,0.4641714951885356
1,29,0.7423823840810352
1,30,0.21932946886354512
1,31,0.6428344345522268
1,32,0.20704164610126677
1,33,0.3286564633746015
1,34,0.4782327268911003
1,35,0.16297376549392437
1,36,0.17927010164195686
1,37,0.1494718488565027
1,38,0.2886794169244978
1,39,0.6983258505513389
1,40,0.12014345287844813
1,41,0.3362930836234887
1,42,0.40298980874405754
1,43,0.7031579922248319
1,44,0.47438921094097275
1,45,0.4389857749377184
1,46,0.17912033183398404
1,47,0.5129717088201484
1,48,0.31440604625493757
1,49,0.6440737273190554
2,0,0.5811223962463746
2,1,0.3839686217787596
2,3,0.5902258366455827
2,4,0.49477416541037783
2,5,0.07424062588500303
2,6,0.5354786316324761
2,7,0.3927318115708645
2,8,0.46315274898536185
2,9,0.573350950063998
2,10,0.36805526528510063
2,11,0.4817296761458043
2,12,0.28382186296229256
2,13,0.4407659972991341
2,14,0.14493420816404756
2,15,0.766584107084606
2,16,0.4734441489953404
2,17,0.553726393801155
2,18,0.13758478087626064
2,19,0.5208078375914125
2,20,0.6273877118286806
2,21,0.5277663995264709
2,22,0.26649558420377517
2,23,0.40580548771341396
2,24,0.396863791618087
2,25,0.5291037678027334
2,26,0.4556855075935498
2,27,0.4552967183534517
2,28,0.26264966106955906
2,29,0.3757037443316386
2,30,0.2707885146117616
2,31,0.5109628175288712
2,32,0.23848770548063866
2,33,0.24235662947537115
2,34,0.5135901413133632
2,35,0.5358568046068776
2,36,0.5274837019465433
2,37,0.2512464515216824
2,38,0.34949521483544455
2,39,0.46752899309980245
2,40,0.46780623256049025
2,41,0.33384792237830724
2,42,0.3257743730627972
2,43,0.38079367332507175
2,44,0.7088465944667474
2,45,0.5113878271601549
2,46,0.2217839902621591
2,47,0.3116643268566842
2,48,0.4829948635443897
2,49,0.4500645841937755
3,0,0.35086685831872744
3,1,0.20925105944959688
3,2,0.5902258366455827
3,4,1.0253547483477803
3,5,0.5530229419031384
3,6,0.4995071743766458
3,7,0.6042806658756095
3,8,0.12848873483749979
3,9,0.4839133397494846
3,10,0.9568714232872584
3,11,0.5261294611097148
3,12,0.747196826923753
3,13,0.6084083635211056
3,14,0.6041264654176999
3,15,0.4627928577732115
3,16,0.1225872089448319
3,17,1.0280967504369627
3,18,0.5539608423058727
3,19,0.4175512327806273
3,20,0.30134168553635543
3,21,0.8241760526116438
3,22,0.5641595458421005
3,23,0.8704660930912279
3,24,0.720263060477549
3,25,0.8426769559209858
3,26,0.2932287542357019
3,27,0.976272577651246
3,28,0.6624439030097464
3,29,0.9516333570949194
3,30,0.37925376937735555
3,31,0.7563289245594916
3,32,0.4093915152012572
3,33,0.5240559730451193
3,34,0.610056535202824
3,35,0.12700206327385385
3,36,0.11140708394136134
3,37,0.34370940677277756
3,38,0.4549784353792638
3,39,0.8898696940035351
3,40,0.1900355796026216
3,41,0.46078891516011083
3,42,0.5841794625144748
3,43,0.909441827733767
3,44,0.4881451163281127
3,45,0.49100788435229303
3,46,0.3745955565246284
3,47,0.7079052343786276
3,48,0.34946628827770165
3,49,0.8300353970906089
4,0,0.8654151896528984
4,1,0.8197803060424294
4,2,0.49477416541037783
4,3,1.0253547483477803
4,5,0.49376605224611814
4,6,1.0224951578878272
4,7,0.8482918228861422
4,8,0.8990412729712466
4,9,1.0634132319830152
4,10,0.3485185965018238
4,11,0.6531245491907168
4,12,0.28215570031926335
4,13,0.8987162274035287
4,14,0.4240185154239181
4,15,1.2612882184556293
4,16,0.9252248839252517
4,17,0.7449758528283429
4,18,0.617929594062675
4,19,1.0145101493211204
4,20,1.1180525279398026
4,21,0.9009053635799219
4,22,0.47691888827425793
4,23,0.18570156564071844
4,24,0.7982860243527158
4,25,0.8904293449032822
4,26,0.7909307019599209
4,27,0.6154750289953004
4,28,0.3726508007897449
4,29,0.1803522866139702
4,30,0.7635468483083734
4,31,0.9183933157023081
4,32,0.6160275398308522
4,33,0.5087533453608278
4,34,0.6139662911500406
4,35,0.9340759631266458
4,36,0.9900355560545123
4,37,0.7235549143450298
4,38,0.6125442586213357
4,39,0.23124663571260776
4,40,0.8568872326303791
4,41,0.8236770744171164
4,42,0.48408493829644883
4,43,0.11744270597006534
4,44,0.9239815744887143
4,45,0.9986462493209055
4,46,0.698910613402488
4,47,0.3410206644824704
4,48,0.9776155357795777
4,49,0.29980253442763755
5,0,0.5129907677643764
5,1,0.3438669237146098
5,2,0.07424062588500303
5,3,0.5530229419031384
5,4,0.49376605224611814
5,6,0.5642256889864772
5,7,0.4436766410243719
5,8,0.4245643484156411
5,9,0.5979431937366496
5,10,0.4193290456479916
5,11,0.4075017240522764
5,12,0.24995395530511821
5,13,0.48942058722827636
5,14,0.09067442592059413
5,15,0.7751109536844268
5,16,0.44199820509087684
5,17,0.6277460363130881
5,18,0.19008852074357957
5,19,0.5391149505420003
5,20,0.6255696232624562
5,21,0.5941096625601758
5,22,0.195503713358303
5,23,0.37912585124077386
5,24,0.46170012720093384
5,25,0.5968592341114906
5,26,0.39144903351662397
5,27,0.5275158318841691
5,28,0.20842276605937884
5,29,0.39900864546965836
5,30,0.27622804454221256
5,31,0.5721400068432201
5,32,0.1735600888172555
5,33,0.16863726111276253
5,34,0.4406470225275611
5,35,0.4862453750792777
5,36,0.5021642607692692
5,37,0.23021592603572966
5,38,0.2758508719345892
5,39,0.43195653628906666
5,40,0.4145085238319854
5,41,0.36354125937317894
5,42,0.25528647599257975
5,43,0.37662512292839273
5,44,0.6369998770536427
5,45,0.5402540885300025
5,46,0.20515098845670826
5,47,0.26119819360002733
5,48,0.49255846181527635
5,49,0.4044972174746544
6,0,0.7711488089702424
6,1,0.45621711841190393
6,2,0.5354786316324761
6,3,0.4995071743766458
6,4,1.0224951578878272
6,5,0.5642256889864772
6,7,0.2159016989839521
6,8,0.4616978465453398
6,9,0.04943255385703428
6,10,0.7914509140589845
6,11,0.8345207038204323
6,12,0.8130607785034273
6,13,0.18073596928935093
6,14,0.6544145973516144
6,15,0.28736671158632393
6,16,0.41717862902895064
6,17,0.667315842983718
6,18,0.40478544773739705
6,19,0.0824859170584257
6,20,0.25759084150530703
6,21,0.3846674446659706
6,22,0.7182975500060174
6,23,0.939621763056798
6,24,0.3387152138294573
6,25,0.4084284799585907
6,26,0.6498440989141259
6,27,0.673723719913975
6,28,0.7680902769343713
6,29,0.8766540277544965
6,30,0.3044406185095916
6,31,0.3071454204417694
6,32,0.5662165121359669
6,33,0.6741310633496995
6,34,0.9044041248012528
6,35,0.5686959788095476
6,36,0.3891755927268751
6,37,0.3951358698214802
6,38,0.7008972495360672
6,39,0.9960456559278885
6,40,0.5660479713890263
6,41,0.20186332469555474
6,42,0.7709747745821272
6,43,0.9126474234528328
6,44,0.9273611162210251
6,45,0.024098229297112386
6,46,0.39817372431236164
6,47,0.8222532637964696
6,48,0.15190339059488203
6,49,0.9666969863036037
7,0,0.7937115286615595
7,1,0.4835529733018212
7,2,0.3927318115708645
7,3,0.6042806658756095
7,4,0.8482918228861422
7,5,0.4436766410243719
7,6,0.2159016989839521
7,8,0.5230679020978155
7,9,0.2652979525977623
7,10,0.5866434194648298
7,11,0.794955749810532
7,12,0.6758030195604999
7,13,0.0504258662955485
7,14,0.5320352488838421
7,15,0.5026832555571263
7,16,0.4933336140484114
7,17,0.4611147737629504
7,18,0.25582676484534006
7,19,0.26124264242784134
7,20,0.44181702520474897
7,21,0.22046219632509267
7,22,0.6281840967018492
7,23,0.7930304039390472
7,24,0.1292009564791217
7,25,0.23840182399045073
7,26,0.6598372235579465
7,27,0.4582896492508436
7,28,0.6511630911838276
7,29,0.6892215434472084
7,30,0.26893901950639076
7,31,0.1593125810923227
7,32,0.5100487932862021
7,33,0.5898998815402211
7,34,0.8511610147037594
7,35,0.6330881533948992
7,36,0.4962344079483946
7,37,0.36298019041235197
7,38,0.6527856983001599
7,39,0.8587563850238239
7,40,0.6036934580328288
7,41,0.14825053436842656
7,42,0.6867133145255895
7,43,0.745956629089331
7,44,0.9476878560286632
7,45,0.19823125899731414
7,46,0.34888715076925075
7,47,0.7024624327298291
7,48,0.28703848033420615
7,49,0.842643560392019
8,0,0.315529777196134
8,1,0.08076613829082048
8,2,0.46315274898536185
8,3,0.12848873483749979
8,4,0.8990412729712466
8,5,0.4245643484156411
8,6,0.4616978465453398
8,7,0.5230679020978155
8,9,0.4588166159060164
8,10,0.8306288855215748
8,11,0.4413135922444563
8,12,0.6226584794166163
8,13,0.536227034583971
8,14,0.476635583893212
8,15,0.5016786194765332
8,16,0.05108888465486334
8,17,0.9225396880498818
8,18,0.43630229885884464
8,19,0.38559832110328757
8,20,0.3279534849191403
8,21,0.7428516201630182
8,22,0.44467799199070257
8,23,0.7478620275587138
8,24,0.6288900364573667
8,25,0.759125132195662
8,26,0.21471186212400575
8,27,0.8624404887441887
8,28,0.5399184230895194
8,29,0.823146942658366
8,30,0.2728625942086498
8,31,0.6807605460632707
8,32,0.2841194603221666
8,33,0.402653360513962
8,34,0.5236521099319965
8,35,0.11081224152345771
8,36,0.11844827051292735
8,37,0.2209893274652953
8,38,0.34778974000603396
8,39,0.7714184577548221
8,40,0.11206170482053965
8,41,0.3750157444171081
8,42,0.47048549745261276
8,43,0.7826955358836422
8,44,0.4694202315828376
8,45,0.44773327732273294
8,46,0.25173583396166593
8,47,0.587271794054263
8,48,0.31157017435624834
8,49,0.7146115720488732
9,0,0.7723108405582122
9,1,0.4620164303634192
9,2,0.573350950063998
9,3,0.4839133397494846
9,4,1.0634132319830152
9,5,0.5979431937366496
9,6,0.04943255385703428
9,7,0.2652979525977623
9,8,0.4588166159060164
9,10,0.8385467722114096
9,11,0.8490850241054988
9,12,0.847663981260551
9,13,0.22978448994110373
9,14,0.6874308203279901
9,15,0.23802427490102182
9,16,0.41175848727925835
9,17,0.7157744182721978
9,18,0.44555470445825474
9,19,0.07443209213879652
9,20,0.22193854659643733
9,21,0.4296233601668549
9,22,0.744498478808772
9,23,0.9754213263661913
9,24,0.3879055071873149
9,25,0.453725782013687
9,26,0.6555156431900585
9,27,0.7231530731143078
9,28,0.7990961013134605
9,29,0.9204077484464576
9,30,0.33067656421475394
9,31,0.3519258032570135
9,32,0.5877061216422043
9,33,0.6996477008113514
9,34,0.9213523744363431
9,35,0.5625391798546914
9,36,0.3759187829197412
9,37,0.41630101639435885
9,38,0.7186976795004695
9,39,1.029795498437457
9,40,0.5666275915349211
9,41,0.23997618451652608
9,42,0.7954990782127088
9,43,0.9524082480690187
9,44,0.9276277981181458
9,45,0.06903081650488926
9,46,0.4226222490810561
9,47,0.8534350183975362
9,48,0.14827883356161667
9,49,0.997931433345883
10,0,0.9215464306299346
10,1,0.7518922322353997
10,2,0.36805526528510063
10,3,0.9568714232872584
10,4,0.3485185965018238
10,5,0.4193290456479916
10,6,0.7914509140589845
10,7,0.5866434194648298
10,8,0.8306288855215748
10,9,0.8385467722114096
10,11,0.7674998931435492
10,12,0.39659958553857744
10,13,0.6344725407845216
10,14,0.41360692224375434
10,15,1.0642220309799884
10,16,0.8380696034129645
10,17,0.39645728905726024
10,18,0.4258821081439552
10,19,0.8082153556659948
10,20,0.9529597364073894
10,21,0.58177638072805
10,22,0.5383493998055249
10,23,0.4208396632041672
10,24,0.502453940955953
10,25,0.5672327896801468
10,26,0.8078075675062129
10,27,0.267108402776201
10,28,0.46109221535638284
10,29,0.17152391092446678
10,30,0.6082883981728585
10,31,0.6147765756012042
10,32,0.5916806296980249
10,33,0.5421196197778977
10,34,0.7658956883288063
10,35,0.9029705917419001
10,36,0.887253598314543
10,37,0.6142921388712531
10,38,0.6655399068460905
10,39,0.4996451234860807
10,40,0.8330261880957703
10,41,0.6156355779222995
10,42,0.5807511205296058
10,43,0.3075151626600358
10,44,1.0281506855884166
10,45,0.7696467677514729
10,46,0.5836788220165696
10,47,0.472618280314415
10,48,0.7937844508781192
10,49,0.5367411118225472
11,0,0.23223124638525497
11,1,0.39920151995712627
11,2,0.4817296761458043
11,3,0.5261294611097148
11,4,0.6531245491907168
11,5,0.4075017240522764
11,6,0.8345207038204323
11,7,0.794955749810532
11,8,0.4413135922444563
11,9,0.8490850241054988
11,10,0.7674998931435492
11,12,0.3946172870226368
11,13,0.8306248488283025
11,14,0.36485676092503994
11,15,0.9390242090664936
11,16,0.49036294126919894
11,17,1.0341893837263703
11,18,0.5733223415758394
11,19,0.7757734706788824
11,20,0.7650993753615171
11,21,0.980732777960696
11,22,0.2311785299966083
11,23,0.46813164213157393
11,24,0.8475663675192345
11,25,0.9874067444166177
11,26,0.23317370349004654
11,27,0.9285645982957216
11,28,0.3113815108717552
11,29,0.6697755092036146
11,30,0.5416276516023086
11,31,0.9446111039129882
11,32,0.28499037838100866
11,33,0.24099908570055759
11,34,0.08393247659997756
11,35,0.40083828933476207
11,36,0.5597398191016691
11,37,0.44437873397736466
11,38,0.14251149500763835
11,39,0.4481702466973904
11,40,0.33921318454527
11,41,0.6688128854916915
11,42,0.1876858223546208
11,43,0.5609485995608605
11,44,0.2723993751040931
11,45,0.8140546081834112
11,46,0.45030634368194644
11,47,0.32010125914993803
11,48,0.7057022519992664
11,49,0.37513196389351366
12,0,0.5907007476282063
12,1,0.545013084267529
12,2,0.28382186296229256
12,3,0.747196826923753
12,4,0.28215570031926335
12,5,0.24995395530511821
12,6,0.8130607785034273
12,7,0.6758030195604999
12,8,0.6226584794166163
12,9,0.847663981260551
12,10,0.39659958553857744
12,11,0.3946172870226368
12,13,0.7242916217148764
12,14,0.1628331694891073
12,15,1.0219183671636718
12,16,0.652456499847617
12,17,0.7356195158182061
12,18,0.4213958368244527
12,19,0.7889975955251936
12,20,0.8669360184187528
12,21,0.7904016385008265
12,22,0.19548611910513447
12,23,0.1308446788011667
12,24,0.6658686659480769
12,25,0.7873859083854504
12,26,0.5093740203757419
12,27,0.6119846672186681
12,28,0.09140692899461854
12,29,0.2763165781965052
12,30,0.5249514311042116
12,31,0.7846120131681881
12,32,0.33854121572182455
12,33,0.2267454904963037
12,34,0.37674143786247033
12,35,0.6524956478225655
12,36,0.7199043651793683
12,37,0.46638509109877385
12,38,0.3329060336720002
12,39,0.18390274848769336
12,40,0.5752525624684668
12,41,0.6115579176814586
12,42,0.21140778499382584
12,43,0.1732259513832534
12,44,0.6662667183427117
12,45,0.7890157519001829
12,46,0.44622804028296326
12,47,0.07774989429312441
12,48,0.7408635154533045
12,49,0.17295900061137814
13,0,0.8177928933697198
13,1,0.5034394376101192
13,2,0.4407659972991341
13,3,0.6084083635211056
13,4,0.8987162274035287
13,5,0.48942058722827636
13,6,0.18073596928935093
13,7,0.0504258662955485
13,8,0.536227034583971
13,9,0.22978448994110373
13,10,0.6344725407845216
13,11,0.8306248488283025
13,12,0.7242916217148764
13,14,0.5785241909773671
13,15,0.467694654742435
13,16,0.5026570075889225
13,17,0.4871078826259439
13,18,0.30336872900398754
13,19,0.23793962568934354
13,20,0.4220544829309236
13,21,0.21998141966327708
13,22,0.6709281330545546
13,23,0.8424264810710601
13,24,0.15821247993828919
13,25,0.2412742974086849
13,26,0.685461094781647
13,27,0.49503372576124033
13,28,0.6974914236837196
13,29,0.7393147577403445
13,30,0.29576816157348823
13,31,0.1481651756073544
13,32,0.5465012521110859
13,33,0.6315640980951914
13,34,0.8893272833705361
13,35,0.6469668315544616
13,36,0.4983293539899282
13,37,0.39246236642782406
13,38,0.6890891176044264
13,39,0.907534885119606
13,40,0.6230804576651361
13,41,0.1684850053597586
13,42,0.7289060562258013
13,43,0.7962839216286565
13,44,0.9729985302739413
13,45,0.1666670899028683
13,46,0.3813925952713697
13,47,0.7492710797604868
13,48,0.27569977925310324
13,49,0.8902033047268936
14,0,0.508850017642976
14,1,0.3966651906742178
14,2,0.14493420816404756
14,3,0.6041264654176999
14,4,0.4240185154239181
14,5,0.09067442592059413
14,6,0.6544145973516144
14,7,0.5320352488838421
14,8,0.476635583893212
14,9,0.6874308203279901
14,10,0.41360692224375434
14,11,0.36485676092503994
14,12,0.1628331694891073
14,13,0.5785241909773671
14,15,0.8591028086722466
14,16,0.501298682111857
14,17,0.6757814087436018
14,18,0.27669481075160224
14,19,0.6272918928843182
14,20,0.7050581028193863
14,21,0.6725066954696273
14,22,0.13513367706301402
14,23,0.2934856409840481
14,24,0.5417978236062067
14,25,0.6734041371377284
14,26,0.40183831447903623
14,27,0.5653536875126032
14,28,0.1191671044878255
14,29,0.3565201917627191
14,30,0.36244656450911494
14,31,0.6554618204518973
14,32,0.1983154983736488
14,33,0.1290702499975328
14,34,0.38287656107729967
14,35,0.5222154883860611
14,36,0.56612335292774
14,37,0.3049436949426546
14,38,0.2521157508778206
14,39,0.342483370176077
14,40,0.44649182524577485
14,41,0.4540697497218951
14,42,0.19027227552050224
14,43,0.3069092806332491
14,44,0.6161693927369202
14,45,0.6304838284170847
14,46,0.28377259362871854
14,47,0.17093511341265719
14,48,0.578131006549809
14,49,0.31384533130033787
15,0,0.8056880278417258
15,1,0.5413562985883311
15,2,0.766584107084606
15,3,0.4627928577732115
15,4,1.2612882184556293
15,5,0.7751109536844268
15,6,0.28736671158632393
15,7,0.5026832555571263
15,8,0.5016786194765332
15,9,0.23802427490102182
15,10,1.0642220309799884
15,11,0.9390242090664936
15,12,1.0219183671636718
15,13,0.467694654742435
15,14,0.8591028086722466
15,16,0.4509676501853634
15,17,0.9523920711917682
15,18,0.6526097573088789
15,19,0.2560168723868938
15,20,0.17406163911963382
15,21,0.6589290445037861
15,22,0.8872693209843173
15,23,1.1525590638602556
15,24,0.6258792874015173
15,25,0.6836193467626821
15,26,0.7163885221827861
15,27,0.9609027613734514
15,28,0.959768207518592
15,29,1.1314248272541143
15,30,0.49932893339024903
15,31,0.5817555233128141
15,32,0.718711260212322
15,33,0.8412856261541646
15,34,1.0192605982223364
15,35,0.577653314234387
15,36,0.3864837236617962
15,37,0.5591626603292437
15,38,0.8279117380083384
15,39,1.197502301048556
15,40,0.6121733748580149
15,41,0.4499756086743307
15,42,0.929693879565852
15,43,1.1464193458062149
15,44,0.9497348577989821
15,45,0.30454295975061707
15,46,0.5763498149070118
15,47,1.0135448494989725
15,48,0.2837145327188962
15,49,1.155448035915703
16,0,0.3654586847065265
16,1,0.10863856873419139
16,2,0.4734441489953404
16,3,0.1225872089448319
16,4,0.9252248839252517
16,5,0.44199820509087684
16,6,0.41717862902895064
16,7,0.4933336140484114
16,8,0.05108888465486334
16,9,0.41175848727925835
16,10,0.8380696034129645
16,11,0.49036294126919894
16,12,0.652456499847617
16,13,0.5026570075889225
16,14,0.501298682111857
16,15,0.4509676501853634
16,17,0.907351541157859
16,18,0.43151935110617495
16,19,0.33934267741554325
16,20,0.2771023471726607
16,21,0.7137853022673515
16,22,0.4807354019698992
16,23,0.7796655821427619
16,24,0.6045721679425347
16,25,0.7311205358730632
16,26,0.2655014889223073
16,27,0.8538190342746699
16,28,0.5725443392340173
16,29,0.8407796813283359
16,30,0.25732106250063047
16,31,0.6490467530128078
16,32,0.315294301124458
16,33,0.4372948577814989
16,34,0.5721760130584324
16,35,0.1515179244228942
16,36,0.0718019399760807
16,37,0.2237850582956961
16,38,0.3916592430198594
16,39,0.806964177433405
16,40,0.16306523757423066
16,41,0.3467487693494275
16,42,0.510346954680177
16,43,0.8082065639826891
16,44,0.5183759267148051
16,45,0.4044245869105556
16,46,0.2544791307974936
16,47,0.6215739434489453
16,48,0.2658332228686302
16,49,0.7524344558919372
17,0,1.1220996131907102
17,1,0.8600424407383149
17,2,0.553726393801155
17,3,1.0280967504369627
17,4,0.7449758528283429
17,5,0.6277460363130881
17,6,0.667315842983718
17,7,0.4611147737629504
17,8,0.9225396880498818
17,9,0.7157744182721978
17,10,0.39645728905726024
17,11,1.0341893837263703
17,12,0.7356195158182061
17,13,0.4871078826259439
17,14,0.6757814087436018
17,15,0.9523920711917682
17,16,0.907351541157859
17,18,0.49888398677258383
17,19,0.7219160259608389
17,20,0.9027558473419377
17,21,0.3093551850215145
17,22,0.8101478033559973
17,23,0.796731972434513
17,24,0.3320200085166602
17,25,0.28516009758593575
17,26,0.9894262183878809
17,27,0.1301907688933712
17,28,0.7694216330368302
17,29,0.5667884729607071
17,30,0.6506612577145339
17,31,0.3794062680854078
17,32,0.7824706266562194
17,33,0.7933246052861389
17,34,1.058634992175353
17,35,1.0228041028876405
17,36,0.929243417187644
17,37,0.7118366031479579
17,38,0.903122502152407
17,39,0.8764965879888128
17,40,0.9714951128729373
17,41,0.5779255637719218
17,42,0.8659923646839824
17,43,0.6941525278347345
17,44,1.2586498792686107
