siteNum=50
demandLowerBound=0
demandUpperBound=1000
fixedCostLowerBound=500
fixedCostUpperBound=1500
coordinateLowerBound=0
coordinateUpperBound=1
facilityFailProbility=0.05
Coordinate: index, x, y
0,0.2746085962785686,0.6963043976732632
1,0.3794842731692646,0.8017004652067113
2,0.6192937972988954,0.262346018343924
3,0.7959498588501839,0.2984462698612895
4,0.9161951558703537,0.18052931317793297
5,0.058811394375257176,0.5473374849610552
6,0.8061625062974216,0.2597292029083046
7,0.0736345697318549,0.8841912551481346
8,0.32391755915737586,0.4972846718122278
9,0.4407462092176424,0.6732460102523011
10,0.8351256594270293,0.22668074134470428
11,0.04346429284037556,0.09207567085221957
12,0.9987865660583949,0.6899170126736622
13,0.030418243144681334,0.5681925238133994
14,0.5847796373716032,0.21033015136500066
15,0.605360569175773,0.7530511212152435
16,0.7939872881486154,0.30211029875561113
17,0.5789491656343695,0.6442709834441945
18,0.21766404224802283,0.5830473494597013
19,0.5854106783429511,0.2921073390260318
20,0.21427524388501817,0.2493989239061124
21,0.1634774209448805,0.1858494061152226
22,0.6093905892421628,0.8953569277286432
23,0.30379142652902624,0.27123685359673666
24,0.12306564724500213,0.5328596958939713
25,0.02739694491634448,0.011227067356507914
26,0.6799704547500236,0.6849123307371531
27,0.019451258499374346,0.8176623575090654
28,0.799351553965294,0.8291715448587206
29,0.4213835034746535,0.6949388052500737
30,0.17496431397111012,0.521710117678583
31,0.735576158967081,0.8502426919726184
32,0.2707793802788393,0.5409598388881545
33,0.44550060378718115,0.3471366892156229
34,0.10773912592327717,0.5119754851975916
35,0.025695168421761228,0.6934866312418946
36,0.34879458671884334,0.639777752444225
37,0.5451189590843388,0.9795028601972015
38,0.9832355642359634,0.5309616334185202
39,0.6193312011534913,0.4308712965644973
40,0.3709463727604878,0.3229758466816173
41,0.08376296923731796,0.9549322735768314
42,0.5591930710394367,0.8099821710043729
43,0.4589564336889984,0.9489313772265318
44,0.3723289681764761,0.3022696310821241
45,0.001984383910641818,0.7185124330544326
46,0.3594011090217627,0.3408004851716929
47,0.06914297491844157,0.8636127123573657
48,0.623758133246542,0.5836753441202703
49,0.41735320631869766,0.11281150638260529
Demand:index, demand
1,2,0.5902642011963315
1,3,0.6532291858064205
1,4,0.8209215381036985
1,5,0.4093062678648939
1,6,0.6897732698377738
1,7,0.31677874221278085
1,8,0.309445689861843
1,9,0.14231504420134272
1,10,0.7336598365054724
1,11,0.7851603504653567
1,12,0.6293098364382544
1,13,0.41996791783523857
1,14,0.6259912416769218
1,15,0.23105596674489917
1,16,0.649155669960303
1,17,0.25410683787362054
1,18,0.2720201686663682
1,19,0.5496279092243727
1,20,0.576481583296518
1,21,0.6526342675587876
1,22,0.24825077470641135
1,23,0.5358367757767292
1,24,0.3715183319374062
1,25,0.865340210220885
1,26,0.32238395380952894
1,27,0.3603866724202788
1,28,0.42076501007129724
1,29,0.11468913434532824
1,30,0.34673189703189533
1,31,0.35938527920664454
1,32,0.282493235231062
1,33,0.45933254005298874
1,34,0.3972228456333148
1,35,0.36996886963554765
1,36,0.16480540574504174
1,37,0.24299905522972629
1,38,0.6616760056876326
1,39,0.4416342617815634
1,40,0.47880074783294463
1,41,0.33306317222951554
1,42,0.1798995238539041
1,43,0.1673103874595431
1,44,0.4994820882313206
1,45,0.3865571304265917
1,46,0.46133732244254405
1,47,0.3164567075403048
1,48,0.32742124570927056
1,49,0.6899290207605686
2,0,0.5541910886982664
2,1,0.5902642011963315
2,3,0.18030693897470962
2,4,0.30796816388353576
2,5,0.6287771147486516
2,6,0.18688703038413323
2,7,0.8273061653131469
2,8,0.3774166039698511
2,9,0.4480156744578667
2,10,0.2187587819794416
2,11,0.6004761522657585
2,12,0.5716919771457982
2,13,0.6635634884382372
2,14,0.062424976195876544
2,15,0.49090287514933467
2,16,0.17916197627264688
2,17,0.38404995543677534
2,18,0.513960897269097
2,19,0.04509769349895768
2,20,0.40522543832273333
2,21,0.46219076216966226
2,22,0.6330883705533408
2,23,0.3156276174749299
2,24,0.5651725636012068
2,25,0.6429639269861036
2,26,0.4269003925145228
2,27,0.817427249299428
2,28,0.594736894134299
2,29,0.47571525483720534
2,30,0.5144885088882117
2,31,0.5992863142929381
2,32,0.4461927384764147
2,33,0.19337407266195988
2,34,0.5692126601964007
2,35,0.7336494805388002
2,36,0.4643538918006305
2,37,0.7209825534928862
2,38,0.452336112181173
2,39,0.16852528237142927
2,40,0.2556411926101078
2,41,0.87548214644381
2,42,0.5509241808068084
2,43,0.7050585260822902
2,44,0.2501709848834104
2,45,0.7675667461319501
2,46,0.2714761735127862
2,47,0.814977033232068
2,48,0.32136033653725027
2,49,0.25127787915560995
3,0,0.6558107973537907
3,1,0.6532291858064205
3,2,0.18030693897470962
3,4,0.16841419218383424
3,5,0.7780231055452599
3,6,0.04004134664722815
3,7,0.9299658943653695
3,8,0.5122023057773987
3,9,0.5163762950692518
3,10,0.08176205986948698
3,11,0.7802713317740592
3,12,0.4408991633799506
3,13,0.8116660003756924
3,14,0.2288172038509448
3,15,0.49294000467921767
3,16,0.004156535997327406
3,17,0.4082695597039317
3,18,0.6445248328744283
3,19,0.21063458541462585
3,20,0.5837388113190013
3,21,0.642416872782252
3,22,0.625385236915867
3,23,0.4929100068352003
3,24,0.7125467118244997
3,25,0.8204684343737291
3,26,0.4034937897717076
3,27,0.9340960453931004
3,28,0.5307361765046311
3,29,0.5454413673332216
3,30,0.6599013507267156
3,31,0.5550894298150874
3,32,0.5784607702558602
3,33,0.35381554136458504
3,34,0.7205752831716662
3,35,0.8656495683859053
3,36,0.56254334801606
3,37,0.7257783542634222
3,38,0.2985621036434466
3,39,0.22074994438034806
3,40,0.4257107742674348
3,41,0.968599008264437
3,42,0.563669011683922
3,43,0.7325950064707226
3,44,0.4236381440642597
3,45,0.8982409236144726
3,46,0.43859855281489185
3,47,0.9206852634066865
3,48,0.3331750518406129
3,49,0.4216582629569044
4,0,0.823199399437942
4,1,0.8209215381036985
4,2,0.30796816388353576
4,3,0.16841419218383424
4,5,0.9325530276409792
4,6,0.1355721450200693
4,7,1.0977469972135319
4,8,0.671659667384935
4,9,0.6847053705419927
4,10,0.09328567722542855
4,11,0.8772019186742216
4,12,0.5160398913208171
4,13,0.9668937397656587
4,14,0.3327526646902282
4,15,0.6514594085312622
4,16,0.17238532126353878
4,17,0.5734031693944425
4,18,0.806204990204467
4,19,0.34909601319011896
4,20,0.7052904267912277
4,21,0.752736535489142
4,22,0.7778865988228431
4,23,0.6190849583053967
4,24,0.867865839883747
4,25,0.9047792605023757
4,26,0.556959906834894
4,27,1.1000400600208842
4,28,0.6590820677472424
4,29,0.7137616527108199
4,30,0.8159825380131441
4,31,0.6936420054890983
4,32,0.7392372334008499
4,33,0.49931090425800106
4,34,0.8737606750731424
4,35,1.0276747723873132
4,36,0.7299674888938431
4,37,0.8809405613647975
4,38,0.35678737004416117
4,39,0.38832887641283415
4,40,0.5635488003624938
4,41,1.1369447173971279
4,42,0.723644518254297
4,43,0.8941526609568332
4,44,0.5573249816041675
4,45,1.060757829497018
4,46,0.5794018115075965
4,47,1.0881637411207556
4,48,0.4980423018837254
4,49,0.5034173139549992
5,0,0.2622204672261591
5,1,0.4093062678648939
5,2,0.6287771147486516
5,3,0.7780231055452599
5,4,0.9325530276409792
5,6,0.8007822478031278
5,7,0.33717975772116293
5,8,0.2697898491596659
5,9,0.4021531543202209
5,10,0.8399312979937795
5,11,0.45552041986193104
5,12,0.9507272190820532
5,13,0.03522930147384611
5,14,0.62467314296213
5,15,0.583981250226448
5,16,0.7749967533091321
5,17,0.5290930014832718
5,18,0.16281694677981326
5,19,0.5851916209835043
5,20,0.3360601057368807
5,21,0.37633576532868085
5,22,0.6513485874434307
5,23,0.3691162077094922
5,24,0.06586513029001081
5,25,0.5370300247648437
5,26,0.6362117701488867
5,27,0.2731753228501175
5,28,0.792357346961608
5,29,0.39146479285862473
5,30,0.11894646982769772
5,31,0.741459446650823
5,32,0.21206390880452142
5,33,0.435441044565993
5,34,0.06036881597071709
5,35,0.1498541203304774
5,36,0.304360731524514
5,37,0.6505858583202349
5,38,0.9245692047307216
5,39,0.5724917700983406
5,40,0.384403940488364
5,41,0.4083577999681607
5,42,0.5651230427509114
5,43,0.5669159609609971
5,44,0.39793406751248106
5,45,0.1803612263573187
5,46,0.3647077032820374
5,47,0.3164439302958871
5,48,0.5661141737932152
5,49,0.5633516281783918
6,0,0.6878571508244953
6,1,0.6897732698377738
6,2,0.18688703038413323
6,3,0.04004134664722815
6,4,0.1355721450200693
6,5,0.8007822478031278
6,7,0.9625746893288786
6,8,0.5375804961568716
6,9,0.551838037949061
6,10,0.043943885250736225
6,11,0.7809073386909938
6,12,0.47134443888680233
6,13,0.8348226052031578
6,14,0.22682733730131402
6,15,0.5326236316892489
6,16,0.04409527437480804
6,17,0.44665230678121065
6,18,0.6714648658551927
6,19,0.22311367784987587
6,20,0.5919774033443442
6,21,0.6469175707219507
6,22,0.6653884518849735
6,23,0.5025028634863988
6,24,0.73567763663569
6,25,0.8174528188017873
6,26,0.44351451618189913
6,27,0.9644708354401998
6,28,0.5694830725119449
6,29,0.5809150359422319
6,30,0.6834070219860747
6,31,0.5947172548332097
6,32,0.604752645499844
6,33,0.37110251492663077
6,34,0.7425788881876548
6,35,0.8929024426695727
6,36,0.5946615120082968
6,37,0.7656486474020726
6,38,0.3239165003641913
6,39,0.25336841319077136
6,40,0.43978769973639154
6,41,1.0025808698611802
6,42,0.6031353337769068
6,43,0.7717199582368838
6,44,0.4359142425153711
6,45,0.925842591798866
6,46,0.4540575942581834
6,47,0.9528237416325254
6,48,0.37176936091373547
6,49,0.41564104862532864
7,0,0.2751218467482759
7,1,0.31677874221278085
7,2,0.8273061653131469
7,3,0.9299658943653695
7,4,1.0977469972135319
7,5,0.33717975772116293
7,6,0.9625746893288786
7,8,0.460801778451907
7,9,0.4234015259657267
7,10,1.006075919325771
7,11,0.7926899422171114
7,12,0.9453299411295573
7,13,0.3189401967279311
7,14,0.8457884294339019
7,15,0.5476589022489913
7,16,0.9261351298408087
7,17,0.5593787425408782
7,18,0.3338145306702055
7,19,0.7826098319568965
7,20,0.6501854374176166
7,21,0.7040973484006258
7,22,0.5358723585759062
7,23,0.6547406181931789
7,24,0.35479190513887493
7,25,0.874187846584059
7,26,0.6382439151101744
7,27,0.08580166337073893
7,28,0.7277996357001072
7,29,0.3959113672423051
7,30,0.3763778581277236
7,31,0.6628115663602581
7,32,0.39582051669088364
7,33,0.6532319297714982
7,34,0.3737749324832919
7,35,0.19663783912866478
7,36,0.3680366765042226
7,37,0.48102165383703255
7,38,0.9757792449473957
7,39,0.7094249772845553
7,40,0.6351039622930851
7,41,0.0714624108526398
7,42,0.49119654555129033
7,43,0.3907226922641341
7,44,0.6541032947614752
7,45,0.1805082303347161
7,46,0.6139511738512441
7,47,0.02106302085075612
7,48,0.6268538489273279
7,49,0.8444934682652608
8,0,0.20503713103237006
8,1,0.309445689861843
8,2,0.3774166039698511
8,3,0.5122023057773987
8,4,0.671659667384935
8,5,0.2697898491596659
8,6,0.5375804961568716
8,7,0.460801778451907
8,9,0.21121393443739986
8,10,0.5784117987781546
8,11,0.49279647832232143
8,12,0.7018229087321983
8,13,0.30194332576717037
8,14,0.38780397194374344
8,15,0.3802980995593338
8,16,0.5089779818537741
8,17,0.2943570894498819
8,18,0.13654686643372896
8,19,0.3323798869827398
8,20,0.27105125218905973
8,21,0.35033264573746026
8,22,0.4898534187245954
8,23,0.22694201315436868
8,24,0.20397811857469558
8,25,0.5693649704004555
8,26,0.4024646603784698
8,27,0.4419746482874671
8,28,0.579815815513508
8,29,0.22037868945686298
8,30,0.15094261047593568
8,31,0.5422565507145392
8,32,0.06878361922461959
8,33,0.19320158751750358
8,34,0.21667702922431176
8,35,0.35697591406158796
8,36,0.14464834782426952
8,37,0.5305322238459547
8,38,0.6601775288237551
8,39,0.3027869817036474
8,40,0.18054161799244517
8,41,0.5168322304777097
8,42,0.3913237693935641
8,43,0.4714024227200815
8,44,0.20093414501815915
8,45,0.3906183452792282
8,46,0.16045679474403127
8,47,0.44621331452990287
8,48,0.31203800751183547
8,49,0.39566379047864475
9,0,0.16773012747729218
9,1,0.14231504420134272
9,2,0.4480156744578667
9,3,0.5163762950692518
9,4,0.6847053705419927
9,5,0.4021531543202209
9,6,0.551838037949061
9,7,0.4234015259657267
9,8,0.21121393443739986
9,10,0.595781579223437
9,11,0.7039828722907964
9,12,0.558289317634403
9,13,0.4235625983895906
9,14,0.4848058589117393
9,15,0.1829391790739002
9,16,0.5123680085568109
9,17,0.14120768159294403
9,18,0.2406272046727878
9,19,0.4076695908838843
9,20,0.48055743750653185
9,21,0.5607436407794579
9,22,0.2788802369764435
9,23,0.42469750945373375
9,24,0.34731722778228025
9,25,0.7804656911429789
9,26,0.23950854407346783
9,27,0.44535998569213
9,28,0.39103780587544185
9,29,0.02907734046478395
9,30,0.3059463066927792
9,31,0.34387864808571605
9,32,0.21537955816116053
9,33,0.326143976695456
9,34,0.3700025672554746
9,35,0.41554428067750926
9,36,0.0978530794654389
9,37,0.3235535953329976
9,38,0.5608382513694757
9,39,0.3010616235589852
9,40,0.357157114807026
9,41,0.45473529066104657
9,42,0.18090449616482074
9,43,0.27628614485531733
9,44,0.37723254469080475
9,45,0.4410906804502133
9,46,0.3422529071783014
9,47,0.4175265800065729
9,48,0.20375541359211888
9,49,0.5609225131088091
10,0,0.7312494490008044
10,1,0.7336598365054724
10,2,0.2187587819794416
10,3,0.08176205986948698
10,4,0.09328567722542855
10,5,0.8399312979937795
10,6,0.043943885250736225
10,7,1.006075919325771
10,8,0.5784117987781546
10,9,0.595781579223437
10,11,0.8030231904173969
10,12,0.49129699310514463
10,13,0.8741763685805957
10,14,0.2508793984201578
10,15,0.5743324590367705
10,16,0.08591847137051452
10,17,0.48990611985217286
10,18,0.7129207586181663
10,19,0.2581437805990604
10,20,0.6212659288079312
10,21,0.6728882182003157
10,22,0.7057507804801457
10,23,0.5331991318338066
10,24,0.7750967766398922
10,25,0.8359700723591099
10,26,0.48378644777989943
10,27,1.007265604978612
10,28,0.6035519488333646
10,29,0.6248585328092472
10,30,0.7230873632792423
10,31,0.6314583195371761
10,32,0.6459551640331799
10,33,0.407820204697899
10,34,0.7813349217798279
10,35,0.9343904208689947
10,36,0.6380964291240411
10,37,0.8067496692761754
10,38,0.33841306887256695
10,39,0.29708758146805314
10,40,0.47406239830016733
10,41,1.0463728715938507
10,42,0.6452746323677151
10,43,0.8143397739420897
10,44,0.4689290539987853
10,45,0.9674827119587855
10,46,0.4892209764405351
10,47,0.9961986793130456
10,48,0.41487513487137695
10,49,0.4330127310449508
11,0,0.6469312508510521
11,1,0.7851603504653567
11,2,0.6004761522657585
11,3,0.7802713317740592
11,4,0.8772019186742216
11,5,0.45552041986193104
11,6,0.7809073386909938
11,7,0.7926899422171114
11,8,0.49279647832232143
11,9,0.7039828722907964
11,10,0.8030231904173969
11,12,1.1269671315958185
11,13,0.4762955564419221
11,14,0.5540816044467722
11,15,0.8675344208399962
11,16,0.7793582689655435
11,17,0.7691967968210404
11,18,0.5209594436118185
11,19,0.5776837829052365
11,20,0.23222184855916228
11,21,0.15230451189181524
11,22,0.982615566031808
11,23,0.3160204834135959
11,24,0.44791397874486855
11,25,0.0824297055467182
11,26,0.8698249245983214
11,27,0.7259839293482478
11,28,1.0557821172042734
11,29,0.7115243415248989
11,30,0.449308372342625
11,31,1.0265651792009944
11,32,0.50315916496718
11,33,0.4761190170622183
11,34,0.4247906640394922
11,35,0.6016734039821233
11,36,0.6270599321756472
11,37,1.019403953569475
11,38,1.0372034181770844
11,39,0.6681355940914091
11,40,0.40069864470303557
11,41,0.8637971406440311
11,42,0.8839490458297978
11,43,0.952279066583527
11,44,0.3902992129136946
11,45,0.6278085694566545
11,46,0.40209464691424096
11,47,0.7719642486072654
11,48,0.7605334837931802
11,49,0.3744634755181651
12,0,0.7242061381965526
12,1,0.6293098364382544
12,2,0.5716919771457982
12,3,0.4408991633799506
12,4,0.5160398913208171
12,5,0.9507272190820532
12,6,0.47134443888680233
12,7,0.9453299411295573
12,8,0.7018229087321983
12,9,0.558289317634403
12,10,0.49129699310514463
12,11,1.1269671315958185
12,13,0.9759887601868222
12,14,0.6335655408405382
12,15,0.39845944672504
12,16,0.43856218668768543
12,17,0.4223114997004236
12,18,0.7883993417801354
12,19,0.5737004104863141
12,20,0.8997300712711755
12,21,0.9756154569766842
12,22,0.4402667208164448
12,23,0.8113638638577185
12,24,0.8896932777094638
12,25,1.1849969780286775
12,26,0.31885538990438506
12,27,0.9876317723518404
12,28,0.24324092744161036
12,29,0.5774248999495645
12,30,0.8408190426947116
12,31,0.30819481151350836
12,32,0.7430899690944794
12,33,0.6508638153994897
12,34,0.9086411435610119
12,35,0.9730979448807503
12,36,0.6519229391746415
12,37,0.5382139543931327
12,38,0.15971426439685124
12,39,0.4594464680347686
12,40,0.7272063858492682
12,41,0.9526286113963592
12,42,0.45569516467476523
12,43,0.5987528812946848
12,44,0.7366950620160009
12,45,0.9972122584491605
12,46,0.728488924037268
12,47,0.9457311471217388
12,48,0.3897866308050127
12,49,0.8192164043826572
13,0,0.27575637941403686
13,1,0.41996791783523857
13,2,0.6635634884382372
13,3,0.8116660003756924
13,4,0.9668937397656587
13,5,0.03522930147384611
13,6,0.8348226052031578
13,7,0.3189401967279311
13,8,0.30194332576717037
13,9,0.4235625983895906
13,10,0.8741763685805957
13,11,0.4762955564419221
13,12,0.9759887601868222
13,14,0.659834852840931
13,15,0.6039299456852749
13,16,0.8086021499970942
13,17,0.5537816401319051
13,18,0.18783411598224362
13,19,0.6198706577878813
13,20,0.36801189663254036
13,21,0.40483453959368
13,22,0.6650154319524012
13,23,0.40362800629728113
13,24,0.0991561910084895
13,25,0.5569736510188054
13,26,0.6599557477056395
13,27,0.24971077805403927
13,28,0.8120150773940858
13,29,0.41099690344685996
13,30,0.15183603219078462
13,31,0.7594734910486568
13,32,0.24189893627848624
13,33,0.47027550236671883
13,34,0.09559745992646758
13,35,0.125383096114036
13,36,0.3263249011426808
13,37,0.6588573592250089
13,38,0.9535444334540277
13,39,0.60471116374996
13,40,0.41963153575868456
13,41,0.3904014521604402
13,42,0.5814336179684346
13,43,0.5732425797630041
13,44,0.43314885290202126
13,45,0.15298548776002788
13,46,0.39992107381123215
13,47,0.29794746625924223
13,48,0.5935418628123402
13,49,0.5975705286932937
14,0,0.5765215024677057
14,1,0.6259912416769218
14,2,0.062424976195876544
14,3,0.2288172038509448
14,4,0.3327526646902282
14,5,0.62467314296213
14,6,0.22682733730131402
14,7,0.8457884294339019
14,8,0.38780397194374344
14,9,0.4848058589117393
14,10,0.2508793984201578
14,11,0.5540816044467722
14,12,0.6335655408405382
14,13,0.659834852840931
14,15,0.5431110621862862
14,16,0.2284544519125825
14,17,0.43397999970766143
14,18,0.5231557798003429
14,19,0.0817796223667915
14,20,0.3725585518824274
14,21,0.42201287237956814
14,22,0.6854687325379174
14,23,0.28751347970009655
14,24,0.5632096552552098
14,25,0.5918762572619098
14,26,0.48403464410183866
14,27,0.8297280184362337
14,28,0.654985326318032
14,29,0.5114135743141478
14,30,0.5146902784348063
14,31,0.657440225839727
14,32,0.45597384982691735
14,33,0.19522980816177715
14,34,0.5644090334020672
14,35,0.738928702560645
14,36,0.49001447550484284
14,37,0.7701945373829078
14,38,0.5114407814568298
14,39,0.22323128652964247
14,40,0.24168929998576957
14,41,0.8974686747462234
14,42,0.600197648307829
14,43,0.7492417830240855
14,44,0.23149115484638433
14,45,0.7732396387147411
14,46,0.26041887228995053
14,47,0.8322615407205711
14,48,0.3753744212038722
14,49,0.19375627972872467
15,0,0.3355846513297993
15,1,0.23105596674489917
15,2,0.49090287514933467
15,3,0.49294000467921767
15,4,0.6514594085312622
15,5,0.583981250226448
15,6,0.5326236316892489
15,7,0.5476589022489913
15,8,0.3802980995593338
15,9,0.1829391790739002
15,10,0.5743324590367705
15,11,0.8675344208399962
15,12,0.39845944672504
15,13,0.6039299456852749
15,14,0.5431110621862862
15,16,0.48880227543560945
15,17,0.11194052264714179
15,18,0.4233318785574153
15,19,0.46137530111953
15,20,0.637662346004601
15,21,0.7190121711785207
15,22,0.14236285902286677
15,23,0.5684091275458656
15,24,0.5301817193238765
15,25,0.9403961281558437
15,26,0.10104221787559833
15,27,0.5894610523119477
15,28,0.20839102925814873
15,29,0.1929367823169801
15,30,0.48863032694619607
15,31,0.16248784954877085
15,32,0.39614048518528705
15,33,0.43625879319460875
15,34,0.5529417356883203
15,35,0.582717689191854
15,36,0.2804584807539695
15,37,0.2343276374531207
15,38,0.43830725807537096
15,39,0.3224825855295793
15,40,0.4898109403088072
15,41,0.5593031878510967
15,42,0.07329790115863437
15,43,0.24454702120998664
15,44,0.5074521444539684
15,45,0.6043639151413422
15,46,0.4800485839553786
15,47,0.5474971907023797
15,48,0.17037201715734923
15,49,0.6672732070820144
16,0,0.6520300707713876
16,1,0.649155669960303
16,2,0.17916197627264688
16,3,0.004156535997327406
16,4,0.17238532126353878
16,5,0.7749967533091321
16,6,0.04409527437480804
16,7,0.9261351298408087
16,8,0.5089779818537741
16,9,0.5123680085568109
16,10,0.08591847137051452
16,11,0.7793582689655435
16,12,0.43856218668768543
16,13,0.8086021499970942
16,14,0.2284544519125825
16,15,0.48880227543560945
16,17,0.40412291234352454
16,18,0.6411506143050223
16,19,0.20881633403873345
16,20,0.5821035503265749
16,21,0.6411390549629709
16,22,0.6213030693912801
16,23,0.4911671328223718
16,24,0.7094935746802178
16,25,0.8199230504420248
16,26,0.39942112361195886
16,27,0.9304300008650491
16,28,0.5270885433127099
16,29,0.5414312660606424
16,30,0.6568207693355672
16,31,0.5512358664909839
16,32,0.5751483440635081
16,33,0.3513834728826661
16,34,0.717621025777521
16,35,0.8622344315003877
16,36,0.5587627857032808
16,37,0.7216620590744977
16,38,0.2969643806570544
16,39,0.21698880911509782
16,40,0.42355517607825005
16,41,0.9646735789802136
16,42,0.5595195823287821
16,43,0.7284388656532722
16,44,0.4216583500756475
16,45,0.8947956961060991
16,46,0.43630502817752176
16,47,0.9168883459302546
16,48,0.3290240719915136
16,49,0.42152967201579483
17,0,0.30875663288769506
17,1,0.25410683787362054
17,2,0.38404995543677534
17,3,0.4082695597039317
17,4,0.5734031693944425
17,5,0.5290930014832718
17,6,0.44665230678121065
17,7,0.5593787425408782
17,8,0.2943570894498819
17,9,0.14120768159294403
17,10,0.48990611985217286
17,11,0.7691967968210404
17,12,0.4223114997004236
17,13,0.5537816401319051
17,14,0.43397999970766143
17,15,0.11194052264714179
17,16,0.40412291234352454
17,18,0.36643590672661286
17,19,0.352222917477505
17,20,0.5375044303146707
17,21,0.6186817543746628
17,22,0.2529245573060915
17,23,0.4635366689061548
17,24,0.469299752112301
17,25,0.8396156572352728
17,26,0.10888994427574772
17,27,0.5857494999473271
17,28,0.2876898162837583
17,29,0.16551183056924385
17,30,0.42216694113893133
17,31,0.258759269891077
17,32,0.32502585927207783
17,33,0.32572581639439363
17,34,0.48942925983317154
17,35,0.5554387143689896
17,36,0.23019843466149428
17,37,0.33693455457486243
17,38,0.41986486027945663
17,39,0.21718686689811711
17,40,0.3827476018874817
17,41,0.5845680510334564
17,42,0.1668846935948547
17,43,0.3274388664458183
17,44,0.3995708085121133
